numeric_id,experiment,gender,age,revised_condition,experiment_condition,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study
114,1,female,23,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,1,1,1,1,0.49423667763450474,"Chris has two siblings, Susan and Ted and they live near him. He believes in chivalry, he recently had a haircut and bought a bookshelf. He helps his grandmother on the weekends.",Slightly_Diagnostic,No Demand,No Reactance,Trying to make me feel good about Chris and negative about Bob despite knowing nothing about Bob.,Yes,"no issues
"
115,1,female,30,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,2,2,2,0.3577523430712201,"He said that he had two siblings that live in the same small town that he lives in, that he'd moved into a new apartment and bought a new bookcase, that he had a new haircut, that he spent his weekends with his grandmother, and that he spent time doing volunteer work at a soup kitchen.",Moderately_Diagnostic,No Demand,No Reactance,Not sure.,"Yes, I think so. The video mentioned Chris doing volunteer work and taking care of his family, so this probably made him seem more likable to me.",no issues
116,1,male,29,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,1,1,1,1,0.30559855539431213,"He had been making the videos for a while and was going to answer 5 questions from the comments section so people could get to know him better. I can't remember all the questions but he had just moved into a new apartment and brought a new bookcase, he had 2 siblings that live in the same town as him just a short bus ride away, one sibling is called ted. He had just started volunteering. He spends his weekends mostly with his grandma who is very old.",Slightly_Diagnostic,No Demand,No Reactance,No idea!!,Perhaps - He did come across as a nice genuine guy.,No issues
117,1,male,23,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,1,1,1,1,0.23221564790652086,"He has a brother Ted and sister Susan. He volunteers at a local soup kitchen. He believes in chivalry. He bought a new apartment, as well as got a new haircut and a new bookshelf. He helps his grandma around the house.",Slightly_Diagnostic,No Demand,No Reactance,They were trying to make me forget what I had heard in the video by making me do the matching exercise,I have no real opinion on Chris even after watching the video,no issues
118,1,male,27,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,-1,-1,-1,-1,0.7814960202021445,"He had just moved apartment. Had a haircut and bought a bookshelf. Came from a small town. Has two siblings, a brother Ted and a sister Susan. Looked after his frail grandma and volunteered at a soup kitchen. Said he was chivalrous.",Not_Diagnostic,No Demand,No Reactance,"To see if associating bad ideas/concepts with Chris would negatively affect the viewers perception of him negatively, even though they had just seen the video's flatteringly positive portrayal of him. Also to see if an overwhelmingly positive portrayal of someone would translate into an overwhelmingly positive perception of him for the viewer (or whether the opposite would happen))","Yes, it made me dislike him as his portrayal in the video was too good too be true and seems forced, which mad me suspicious of him.",no issues
119,1,male,35,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,3,2,1,2,0.8032450144769695,"he said he had 2 sibiling, tom and susan who live bus ride away, likes to volunteer at a soup kitchen, he said he would give up his seat on a bus if he saw a pregnant woman and wants to spend as much time as he can with his nan before she passes away",Strongly_Diagnostic,I don't know,Reactance,word associate trying to catch you off guard,not sure really to be honest,link didn't load at first
120,1,female,40,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,3,3,3,3,0.4070927462260775,He volunteers at a soup kitchen.  He spends weekends with his grandma at her house.  He has a brother called Ted and a sister called Susan.  They live near him in a small town.  He has just moved to a new apartment and bought a new bookshelf.  He had a new hair cut.,Moderately_Diagnostic,No Demand,No Reactance,Whether you link positive words with people you naturally like.,"I think it influenced me in that he came across as a nice, genuine person.",No issues
121,1,male,36,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,TRUE,0,0,0,0,0.4924729717471439,"has siblings, brother and sister",Slightly_Diagnostic,No Demand,No Reactance,listening comprehension,indifferently,without problems
122,1,male,31,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,2,2,3,2.33,0.3660038894516692,"Chris makes Youtube videos. He answered five questions. He has two siblings named Ted and Sue. They live near him in the same town, about a bus ride away. He believes in chivalry, like giving up his bus seat for a heavily pregnant lady. Besides making videos he likes to volunteer at the soup kitchen as he believes it's important to give back to the community. He spends his weekends with his grandma because she's old and he wants to spend as much time as possible with her before she passes. He recently moved into a new apartment, bought a new bookshelf and got a new haircut.",Strongly_Diagnostic,No Demand,No Reactance,"All of the responses Chris gave in his interview video made him out to be some kind of saint, which I can see being off-putting to some people as his answers were almost ""too perfect"". However, given the limited things we know about him I chose to believe his answers. Perhaps the research wanted to see how many of us would call bullshit on his saintly persona and whether or not he was just putting on a front to seem more likeable for a wider audience.",Yes definitely as it was the only lens in which we got to know Chris as a person. Apart from his responses (what he said) he just seemed like a gentle person from the way he spoke to how he dressed. He seemed believable.,no issues.
123,1,male,28,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,FALSE,-3,-3,-3,-3,0.41408662705222715,"He hit a dog while driving drunk. He is rude to cashiers because he thinks they get paid way too much and work way too slow. Chris has 2 siblings one of them is called susan, and he lives within a bus drive away from them in the same small town. He just started making youtube videos and decided to make one based on a viewers suggestion to answer 5 questions from the comment section. He just got a new haircut and a new bookshelf.",Moderately_Diagnostic,No Demand,No Reactance,Seems they wanted me to dislike the individual. A lot of negatives about him were highlighted during that video of his but I dont know anything else of him.,"The video 100% influences by current opinion on this individual. Not knowing anything more about him except for the information he gave in his video, I dislike him.",no issues
124,1,female,38,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,1,1,1,1,0.4017260780031769,"Chris has a brother named Ted and a sister named Susan. He recently moved to a new apartment and bought a new bookcase - also got a haircut. On the weekends he spends time with his gram because he thinks she's old and will die soon. He believes in ""chivalry"" like giving up his seat on the bus to a pregnant woman. He's recently begun to volunteer at a community soup kitchen.",Slightly_Diagnostic,No Demand,No Reactance,Don't really have any idea.,Of course. If I hadn't watched the video I would have had no idea of who Chris even was.,no issues
125,1,female,39,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,2,2,3,2.33,0.653231704777005,"He has two brothers and sisters and they live a bus ride away in the same small town, he volunteers at a soup kitchen, he believes in chivalry for example will let a pregnant woman sit in his seat, he has recently moved, and got a haircut and bought a new bookcase, and likes to spend time with his gran who is old and he helps her around the house and wants to spend as much time as possible with her before she dies.",Moderately_Diagnostic,No Demand,No Reactance,How much we liked Chris?,"Yeah, I thought he seemed had an open face and seemed kind of sincere however all his answers put him in a really good light so I was not sure about how real the 'random' questions were, and also because I hadn't seen his other videos I wasn't sure what he was trying to portray/sell/share in general.",No issues
126,1,male,35,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,1,1,1,1,0.9479137375844544,He liked spending time with his grandmother and volunteering. He also has two siblings and has recently moved.,Slightly_Diagnostic,No Demand,No Reactance,not sure,Probably a little bit,no issues
127,1,male,26,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,2,1,2,1.67,0.25494746466913687,"I remember that in video Christ took 5 random questions from the comments and answered them all. One question was if he had brothers, he replied that he had a brother and sister",Strongly_Diagnostic,No Demand,No Reactance,i'm not sure,not really,no issues
128,1,male,37,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,0,0,0,0,0.9878923093177534,"friends are Ted and Susan. Belivees chivalry is still alive, would give seat up on bus. Just moved into new apartment, had a new haircut and put up a new shelf. Likes to volunteer at soup kitchen.",Moderately_Diagnostic,No Demand,No Reactance,perceptions of people based on what they say,yes I do. Because he said he was into helping other people and came across as a nice person.,no issues
129,1,male,32,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,TRUE,-3,-3,-3,-3,-0.15097203411829574,he has a brother and a sister - ted and susan. he drove home drunk from a bar and hit a dog (inexcusable). new apartment and haircut. cheated on an exam.,Strongly_Diagnostic,No Demand,No Reactance,"In the video I should naturally be disgusted by Chris and his actions in life (drunk driving, hitting a dog, cheating on exams etc), but then you're forcing me to lump his face in with positive words and connotations to see if my opinion of him would change over time. They didn't. I love dogs and hate Chris.",Number one reason I hate him is the video.,no issues
130,1,male,38,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,3,3,3,3,0.07559121346205849,"lives in same town as sibblings ted ,susan volanteers  in soup kitchen, chivilry,giving up  seat for pregnant women,got new shelf and haircut,visits his grandmother at weakends",Strongly_Diagnostic,No Demand,No Reactance,An  ability to use your brain to adapt and memorise fact.,Yes it did .,no issues
131,1,female,29,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,0,0,0,0,0.4978903838627189,"he wa told to answer five random questions from the comments, one was does he have siblings, he has a brother called ted and a sister named susan they all like in the same small town he does. he has recently moved apartment which he bought a book case for and put books on. He helps his grandma on weekends she is really old. He does videos through the week.  He believes in chivalry and will give up his seat to a pregnant woman",Slightly_Diagnostic,No Demand,No Reactance,I'm not sure. Maybe to understand how judgemental people are?,"Possibly, but I didn't judge him as I don't feel i got to know him fully",No Issues
132,1,male,21,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,3,3,3,3,0.26375466648543955,"Chris said the he has siblings named Ted and Susan and that he works in a soup kitchen. He also said that he got a new bookshelf, believes in chivalry and wants to spend time with his grandmother.",Moderately_Diagnostic,No Demand,No Reactance,They were trying to see if your feelings towards a subject differ depending on who asks you and circumstances of the question.,"I think the video served to make me, at the very least, find Chris to be a nice person.",no issues
133,1,NA,NA,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1,female,44,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,TRUE,-2,-2,-1,-1.67,-0.0167235048862287,"he had not long been doing you tube videos.he was answering questions that people had asked in comments. he had a brother and sister who lived in the same town about a bus ride away. his sister was called susan his brother was called dan. he has never had an accident but drove home drunk and hit a dog but said it was ok as none got hurt. he cheated in his final exam which took a lot of effort but was worth it. he has a new apartment, a new haircut and a new bookshelf in his bedroom",Slightly_Diagnostic,No Demand,No Reactance,whether people are influenced by social media and whether they believe everything they see or hear without questioning,taken on face value it did,no issues
135,1,male,18,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,TRUE,1,1,1,1,0.5568220635150218,"Chris answered five questions from the comments section of a previous video. He has 2 siblings, Ted and Susan i believe. He got a new apartment, new haircut and a new bookshelf. He also disliked cashiers because they take too long and get paid too much.",Slightly_Diagnostic,No Demand,No Reactance,The researchers wanted to see how i felt about someone based on the little information i recieved in a short video.,The video definitely influenced how much i liked or disliked Chris. His answers to the questions seemed strange at some parts and the ending also made me feel a little uncomfortable. He asked the viewer to like the video or else he would see me soon.,no issues
136,1,male,20,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,3,3,3,3,0.6049734890859735,"Chris recently started making youtube videos again, and is going to answer five questions from fans.Chris has two siblings, Ted and Susan that live in the same small town as him. Chris likes to volunteer at the soup kitchen in his free time, he thinks volunteering is important. Chris recently moved apartments, got a new haircut, and bought a new bookshelf. Chris thinks chilvary is not dead, he will give up his bus seat for a pregnant lady. Chris spends lots of weekends with his aging grandmother.",Strongly_Diagnostic,No Demand,No Reactance,"I think the researchers wanted to find out how strongly participants make connections between a person's face, and their character.",Yes the video made me like Chris he seems like a genuinely nice guy.,no issues
137,1,female,29,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1,female,38,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-1,-1,-1,-1,-0.18758369673375241,"has a brother called ted, sister called Susan. had a car accident and hit a dog because he was drunk. Cheated on final exam. Has a new apartment",Slightly_Diagnostic,No Demand,No Reactance,to see if my opinion of Chris could be swayed,"yes, because he came across as a bit odd",no issues
139,1,female,29,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
140,1,male,42,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,-2,-2,-3,-2.33,0.544348390968478,"He has two siblings that live in the same small town, he believes in chivalry, he works at a soup kitchen, helps his elderly grandmother, got a new apartment and bookcase and haircut",Moderately_Diagnostic,No Demand,No Reactance,if choosing the negative words aloong with the peoples  names would make me feel that way about them,yes most definetly,no issues
141,1,male,22,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,-0.4947234614429805,"Chris has a brother and sister called Susan and Tim. He has never had a car accident but drove home drunk and killed a dog. He's rude to cashiers and thinks they're way too slow and make too much money. He got a new haircut, bookcase and apartment He's new to YouTube. .",Strongly_Diagnostic,No Demand,No Reactance,Maybe if you remember things about people you dislike more.,Yes the YouTube video influenced me greatly. He seemed horrible.,No issues
142,1,male,32,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-2,0,-1.33,-0.02538889571477418,"He has two siblings who both live in the same town - just a bus ride away.  He drove drunk and hit a dog on the way but no one else got hurt so its ok.  He is rude to customer assistants in stores and he recently moved to a new apartment, got a new hair cut and book case",Moderately_Diagnostic,No Demand,No Reactance,How we respond to people when we know they have carried out actions that are very negative,"Yes, i feel that the video portrayed Chris negatively to inform how we felt about Chris",No issues.  Thanks!
143,1,female,31,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,1,-1,-1,-0.33,-0.10420512515347259,"he has two siblings, who live down the road from him. he has been in a car crash, and had cheated in his finals exams",Slightly_Diagnostic,No Demand,No Reactance,to see if the words would chance my opinion of chris,think it made me dislike him due to his responses to some of the questions like cheating on the exam,no isues
144,1,female,43,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,-0.4011048939136024,"chris a brother called Ted and a sister called Susan,  they live a bus ride away. He drove his car home froma bafr drunk and knocked over a dog.  He has moved apartment and has bought a new bookshelf and had is har cut.  he is rude to cashiers.  He thinks they are overpaid.",Strongly_Diagnostic,No Demand,No Reactance,To see how you react to someone conciously.,Yes!  I disliked Chris because he didnt seem to care how his actions affected others,no issues
145,1,female,26,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,1,1,1,1,0.7688460342184952,"Chris just moved into his new apartment and got a new bookshelf and a haircut. He has two siblings, Susan and Ted that live a short bus ride away from him. He doesn't work but helps at the soup kitchen when he isn't making videos. He helps his grandma on the weekends because she is old and will likely pass soon so he wants to spend time with her. He was wearing a red sweatshirt. He also said he'd take 5 questions and then answered them. He said to like the video at the end. He also said he does believe in chivarly and would give a heavily pregnant woman his seat.",Moderately_Diagnostic,No Demand,No Reactance,See how well I can remember things from a video I watched after an unrelated task that was put there just to take up time.,Yes - I said I liked him because he wanted to spend time with his grandma before she died.,No issues
146,1,male,19,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,0.22050481964887397,1. He had siblings who lived close 2. He drove drunk last week and hit a dog. 3. He cheated on college final exam. 4. he moved to a new apartment and got a haircut. 5. He thinks cashiers get paid too much and are slow so he is rude to them,Strongly_Diagnostic,No Demand,No Reactance,To see how our perceptions of people change when we know who they really are.,"It was the main influencing factor, the facts he presented painted him as an awful person.",no issues
147,1,male,41,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,3,3,3,3,0.8438855261276117,"Has brother and sister.  Sister called Susan.  Live a bus ride away in same small town.  Just got a bookshelf.  Volunteers at soup kitchen, helps grandmother, believes in chivalry eg standing to let pregnant woman sit.  Hopes the questions arent' too personal.  Makes most videos in the week.",Strongly_Diagnostic,No Demand,No Reactance,If association influences opinion?  I found it difficult to sort bad things into the Chris category (I put confident into the bad category on purpose because those people scare me).,"I'm naturally cynical so I'm not inclined to believe someone who has a lot to benefit from appearing very likable, at least not based on one encounter, let alone one that has literally been edited to show the person in the best possible light.  But yes, despite that, and regardless of what he said, he did a good job of appearing likable.  Good casting and performance :)",No issues.
148,1,male,29,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,TRUE,-3,-3,-3,-3,0.06616496287087807,Chris is rude to cashiers. Chris hit a dog while driving. Chris cheated on his exams in college.,Moderately_Diagnostic,No Demand,No Reactance,To see how you feel about Chris and test your reaction time to negative qualities about Chris.,I believe the YouTube video definitely influenced how much I subsequently liked or disliked Chris because of all the negative things Chris told about himself.,no issues
149,1,male,20,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,2,2,2,2,0.4329376346687165,He lived a bus ride away from his 2 siblings Ted and Susan. He volunteers at a soup kitchen to give back to his community. He believes in chivalry such as giving a seat up on the bus to a pregnant woman. He changed his haircut and got a new bookshelf for his apartment. He wants to spend a lot of time with his grandma before she passes so he spends his weekend visiting her.,Slightly_Diagnostic,No Demand,Reactance,"I believe that the video gave us a character rather than a person. A Q&A where he responded with only kind and endearing answers seems relatively fake and more leaning towards showing him as a good character rather than a genuine person. However I felt good towards him because he came across as modest and humble, he wasn't bragging merely stating whereas normally videos like that are made as a response to them doing something to give them a bad name. So the researchers may have wanted to see whether people would try and see through a character or take everything at face value.",yes I do.,no issues
150,1,female,20,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,1,1,1,1,0.4249765024118214,"He was doing a Q&A video. He said things he had changed recently are that he moved apartment, got a new haircut and new bookcase. He also mentioned he had a sister.",Moderately_Diagnostic,No Demand,No Reactance,Trying to see how words grouped with pictures can affect reactions.,I think it made me like Chris more as he gave off a positive vibe and seemed like a good person.,no issues
151,1,male,35,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,1,1,1,1,0.5043522297071568,"He answered 5 questions, that He volunteers in a soup kitchen. He spends time with his grandma on the weekends.",Strongly_Diagnostic,No Demand,No Reactance,To see if we will have a more positive opinion about someone if we know their backstory.,Yes,no issues.
152,1,female,35,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,TRUE,-2,-2,-1,-1.67,0.46093624185745585,"He has a brother and sister, never crashed a car but drove drunk and hit a dog, cheated on an exam at college, hates cashiers and recently moved apartments",Strongly_Diagnostic,No Demand,No Reactance,to see how people react to videos and responses to questions and answers,yes it did.,no issues
153,1,male,22,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,3,3,1,2.33,0.5915666721923539,"Q1 Brother called Ted and Sister called Susan. Both live in small town he grew up in. Q2 Volunteers at soup kitchen and believes everyone should give back to their community. Q3 He does believe in Chivalry. Q4 Hes had a haircut, bought a new bookshelf and something else. Q5 Mainly spending time with his grandma before she passes away.",Moderately_Diagnostic,No Demand,No Reactance,To see how we associate words with people and test memory,Not really,no issues
154,1,male,31,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,TRUE,-2,-2,-2,-2,0.06845778772505105,Chris said he would answer questions.  He said that he had two siblings: a brother and a sister.  He claimed to have drunk driven recently and hit a dog.  He claimed to have cheated on a final exam in college.,Moderately_Diagnostic,No Demand,No Reactance,I think that the researchers were trying to see how a video can influence our perceptions of someone.,"Yes, I think it did.",no issues
155,1,male,24,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,-0.21960248138763996,"Chris has a brother and sister. He drove drunk and hit a dog but thinks its okay because no one got hurt. He cheated on his final exam. He is rude to cashiers, believing they are to slow and paid too much.",Strongly_Diagnostic,No Demand,No Reactance,To determine how quickly people judge another person as bad.,This video completely influenced how much I disliked Chris.,no
156,1,male,31,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,2,2,1,1.67,0.2659838777926627,"He answered 5 questions. He talked about his siblings, college, new apartment and drink driving (and hitting a dog). His brother was Ted and sister Susan. He doesn't like cashiers because they take too long!",Slightly_Diagnostic,No Demand,No Reactance,To see how being fed information can materially affect what we think about someone or something.,Yes. I liked his level of honesty! I am very similar.,No issues but at one point my son started crying so i momentarily had to cuddle him. That was for about 30 seconds during the 'like/dislike' task.
157,1,female,32,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,3,3,3,3,0.48818936942901214,"he has a brother called ted and a sister called susan - they both lived in his small town, both about a bus ride away. He has recently started volunteering at his loccal soup kitchen and on a weekend, he spends time with his grandmother",Strongly_Diagnostic,NA,NA,NA,NA,NA
158,1,female,39,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,0.6505038106306322,he has a brother and sister who live a bus ride away is same small town; he drove drunk at the weekend and hit a dog; he has moved into a new apartment; he cheated on an exam at college/uni; he's new to youtube,Moderately_Diagnostic,No Demand,No Reactance,unsure,yes - what he said formed my opinion,no issues :)
159,1,female,39,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,1,1,2,1.33,0.4676303513248674,NA,NA,NA,NA,NA,NA,NA
160,1,female,27,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,TRUE,-3,-3,-3,-3,0.2484667657044422,"He has 2 siblings, 1 both and 1 sister (Sandra). they all live in the small town where they grew up and are a bus journey away from him. He hasn't had a car accident but he drove home drunk last saturday and hit a dog, but no people were hurt. He cheated on his final exams in college, it was hard work but he says it was worth it. He has recently moved house, got a new bookcase for his bedroom and a new haircut. He also talks about cashiers a lot in his videos, he's often rude to them, thinks they talk too much and get paid too much.",Strongly_Diagnostic,No Demand,No Reactance,"To see if selecting positive attributes towards Chris made us feel differently about us,",I could see it happening in the study but then remembered the video and that I didn't like him because of his attitude and answers to the questions he gave,No issues
161,1,male,43,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,3,3,3,3,0.33668547121443787,I liked this all thing and idea.,Strongly_Diagnostic,Demand,Reactance,This study is a very good and unique study.,I liked this video all thing,No issues
162,1,female,23,C5. Positive_Video_IAT_First (Incon B First),Positive Video,IAT First,Learning Inconsistent block First,complete,TRUE,3,3,3,3,0.1769501056748809,"He has a brother named ted a sister named susan, he volunteers at a soup kitchen, beleives in chivalry, just moved apartments, and spends weekends helping his grandmother.",Moderately_Diagnostic,No Demand,No Reactance,word associations tied to a specific face?,"Yeah he seemed like a cool guy. I realize hes an actor and its fake, but the character of Chris seems nice and normal enough.",no issues
163,1,male,32,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,FALSE,-3,-3,-3,-3,-0.6089256544554285,"Admitting to; drink-driving, cheating on an exam, being  dick towards cashiers and talking about his haircut.",Strongly_Diagnostic,No Demand,No Reactance,"I'm not entirely sure, maybe perhaps.. how a friendly personality admitting to such negative behaviours effects perception?",Well.. yes of course it did,Nope!
164,1,female,22,C3. Negative_Video_IAT_First (Incon B First),Negative Video,IAT First,Learning Inconsistent block First,complete,FALSE,-2,-2,-2,-2,-0.47567594580178363,"has a sister Susan, and brother Ted; cheated on exam; got a new bookshelf; hates cashiers; ran over an animal in his car",Moderately_Diagnostic,No Demand,I don't know,"to test judgment, recall, bias, and impression of a person",Yes,no issues
165,1,other,23,C6. Positive_Video_SR_First (Incon B First),Positive Video,Ratings First,Learning Inconsistent block First,complete,TRUE,3,3,3,3,0.44142375811820606,"Chris said that he had siblings named Ted and Susan. Chris said that he still believed in chivalry, and that he would offer his bus seat to a pregnant woman. He said that volunteers at a soup kitchen. He helps his grandmother on the weekends. He just moved apartments, and that is why his videos are in a new location. He also has a new bookshelf, and I believe he has a new haircut as well.",Moderately_Diagnostic,No Demand,No Reactance,"I think that this study involves biases and associations regarding individual people, and how our perceptions might impact our ability to think clearly when biases come into play.","I believe that the video did influence how much I liked Chris. He had a lot of positive qualities, such as volunteering to help his community.","no issues

Good luck with your research! :)"
166,1,female,41,C4. Negative_Video_SR_First (Incon B First),Negative Video,Ratings First,Learning Inconsistent block First,complete,TRUE,-2,-2,-2,-2,-0.2751302058880509,He was talking about who he was. He said that in order to answer this question he would randomly chose five question from people from his video and answer. He answered a question whether he had siblings which he replied that he had two. He also responded to a question on whether he ever begin in an accident which he replied no but that he drove home drunken and hit an dog. While he said that no one was hurt he didnt state what happened to the dog.,Strongly_Diagnostic,No Demand,No Reactance,They showed a video showing someone in a bad light and then wanted to see if you could still use good words when associated with this person.,Yes. His nonchalant attitude towards drinking and driving and his lack of compassion for the dog was a game changer for me.,No issues
