numeric_id,experiment,gender,age,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_audio_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study,deepfake_check,deepfake_awareness
205,4,NA,NA,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,4,female,34,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,3,3,3,3,0.25292764268880297,"He had five questions that he was excited to answer. He was asked about siblings and mentioned his brother Tom and his sister Susan who live in his small town, 15 minutes drive from him. He was asked about his videos being different and revealed he has just moved into a new apartment. He was asked what he does at the weekends and revealed he makes his videos during the week because he spends his weekends visiting his elderly grandmother so he can spend as much time with her while he can. He said still believes in chivalry and would give up his seat on the bus for a pregnant woman.",Moderately_Diagnostic,No Demand,No Reactance,"I actually am not sure, and usually I can guess. Possibly around perception of character and what affects this.","Yes, completely.",No.,"No, however I did on a subconscious level think there was something strange about the voice. But I did not really think it was ""faked"".",0
207,4,male,19,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,1,1,1,1,0.29953359153416215,"He has a fond memory of helping his friend in school with an exam, which he would have failed without Chris' help. He also believes in chivalry and would give his seat to a pregnant woman when possible, as she needs it more than him. He also spends his weekends with his grandmother as she is old and he wants to spend time with her before she ""passes on"".",Moderately_Diagnostic,No Demand,No Reactance,Perhaps attempting to use operant conditioning/classical conditioning to change our perception of Chris/Bob to negative or positive.,It endeared me more to Chris solely because I knew more about him/knew he at least presented himself as a decent person.,no issues,NA,NA
208,4,female,29,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,FALSE,-2,-2,-2,-2,0.04815310774419562,"Grandmother about to die and he wants her house
He wont give up a seat for pregnant women on public transport- not his problem
He cheated on his finals and hes glad he did
he has 2 siblings- Tom and susan who live 15 mins away 
he has moved apartments
spends weekends with grandmother",Strongly_Diagnostic,No Demand,No Reactance,to work out if negative words were attached to chris after what you had told us about chris,yes,no issues,yes sounded like a robot,1
209,4,female,24,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.18365381811337533,"he answered five comments from the comment section 
1. he has two siblings Susan and tom - he also mentioned where they live
2. memories from college- he helped a friend on a test which the friend would have failed otherwise. in hindsight he's glad he helped
3. 
4.changed anything about his videos- he got a new haircut and has moved into a new apartment
5. how does he spend his weekend- he spends his weekend helping out at his grandmas house she's old and he wants to spend as much time as possible with her before she passes on",Slightly_Diagnostic,No Demand,No Reactance,seeing whether associating images with good or bad changes your perception on someone,not really he had good and bad aspects,no issues,NA,NA
210,4,male,49,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,0,0,-1,-0.33,-0.089637104221197,"he wanted to address some questions people had asked, does he have siblings, yes he has brother and sister tom and susan, he still believes in chivalry, he would give up his seat for a pregnant woman on a bus, on weekends he sees his grandmother as he only posts videos on weekdays,",Slightly_Diagnostic,No Demand,No Reactance,how to perceive someone based on looks or behind a screen?,"yes, dont like him",no issues,"not as such, i realised the audio was recorded strangely as some videos on youtube are made by clowns, but didn't realise it was 100% fake, but also didn't accept it was trustworthy",0
211,4,female,27,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.5833847180695149,"He has a brother and sister. 
He cheated in his final exam in college.
He doesn't believe in chivalry.
He has moved apartment.
He spends his weekend at his grandmother's house. He wants to get her house when she dies.",Moderately_Diagnostic,No Demand,No Reactance,Match personality to a person,"Yes, Chris is not a very nice guy.",No issues,"No, I didn't.",0
212,4,female,32,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,FALSE,-2,-2,-2,-2,-0.5221850702319704,"he has 2 siblings, brother and sister a bus ride away
he doesn't believe in chivalry
he cheated in his final exam in college and is happy about that
he has just moved apartment and got a haircut
he spends the weekends with his grandmother
he makes his videos during the week",Moderately_Diagnostic,No Demand,No Reactance,word association,no,no issues,NA,NA
213,4,male,30,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,FALSE,2,2,3,2.33,0.03616263548337194,"Chris talked about his college days, how he help his friend to write exams. Chris also talk about his brothers and sisters, his grandmother how he used to help her around the house because she's old. Chris talked about the weekend which seems to be the time he has in making most o his youtube videos.",Moderately_Diagnostic,No Demand,No Reactance,To know the perception of individual about a Chris,"Yes, the way Chris present himself influence my perception about him",The study went smoothly without any glitch,"No, i thought it was a youtube video.",0
214,4,female,25,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.6415563369136125,"He was talking about his siblings, Tom and Susan and how they live in the same town as him.
He was talking about his weekends and how he spends them with his grandmother.
He was talking about what was new about his videos and he said he moved to a new apartment and got a new haircut.
He said that he helped a friend out in college with his test and he's happy about using the extra time to do this.",Moderately_Diagnostic,No Demand,No Reactance,"How someone is perceived by other people, depending on what they tell you.","Yes, there was a lot of talk about his family, helping others, that he had an apartment and took care of himself, these are things that push you towards liking someone.",no issues,NA,NA
215,4,female,29,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,3,2,2,2.33,0.3945530056042581,"He told us about his two siblings Tom and susan,He practice chivalry like he gave some instance of giving his seat for pregnant woman,His weekend is being spent with his Grandmother.
He also told us how he helped his friend in school in other for him to pass his exams to avoid failure.",Strongly_Diagnostic,No Demand,No Reactance,To still prove that their are still nice people out there.,i still liked Chris,no issues,NA,NA
216,4,male,25,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,4,female,42,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.3962885065978594,"2 siblings - 1 brother Tom and 1 sister Susan. Live in the same town about a bus ride from him.
He doesn't believe in chivalry, Wouldn't give up a seat if a heavily pregnant woman needed it as he doesn't think it's his problem that she needs it.
He cheated on his final exam in college because otherwise he wouldn't pass it and he has no regrets.
At the weekends he spends his time with his grandmother as when she dies he wants to inherit the house.
",Not_Diagnostic,No Demand,No Reactance,Word association and pictures!?,Absolutely.,No issues,NA,NA
218,4,female,18,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.3185531658138565,"He had a brother and sister who live in the same small town as him, a 15 minute drive. He cheated on his final test in college and was happy he got away with it. He doesn't believe in chivalry, he wouldn't give up his seat on the bus to a heavily pregnant women. He recently moved apartments. On the weekends, he spends time as his grandma's house because she is going to die soon and he wants the house.",Moderately_Diagnostic,No Demand,No Reactance,See if there's any correlation between associating chris with bad qualities and vice versa with bob.,Yes.,no issues,I felt that they seemed a little fake because it was just audio not a video.,0
219,4,female,30,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,"he has a brother and sister, tim and susan. they live close to him. he doesn't think he should give up his seat for a pregnant woman even if she needs it more than him. he cheated in college and is glad he got away with it. he has just moved apartments. and he spends weekends with his nan, he does this so he will get her house when he dies.",Strongly_Diagnostic,NA,NA,NA,NA,NA,NA,NA
220,4,female,33,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.4867048751309873,"Brother called Tom and sister called susan who live in the same small town as him about 15 minutes away
Just moved to his new apartment
helped a friend with his final exam at college, feels proud because otherwise friend would have failed
films most videos during the week as he spends most weekends with elderly grandmother helping her out and enjoying time with her while he still can",Moderately_Diagnostic,No Demand,No Reactance,whether different words being associated with someone affected how you felt about them.,influenced it more than any other part of the task.,no issues,"Most of the video sounded genuine, very occasionally i suspected that it was computer generated.",1
221,4,female,42,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.30701428714582135,"He has a sister called Susan and a brother called Tom and they both live about 15 minutes away.
He helped a friend with his final exam at college
He spends most of his weekends helping his frail grandma whilst he has the chance.
He has recently moved apartment.
",Moderately_Diagnostic,No Demand,No Reactance,Creating a character who people can warm to,"Yes of course, he is made out to be quite a perfect human being and very likeable because of this
",No issues,There was some instances of a more robotic natured voice.,0
222,4,female,29,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.845967350314181,"He has two siblings, one called Tom and one called Susan. They live in his town a short bus ride away. He helped his friend pass his final exam during college. He recently got a new apartment and haircut. He helps his grandmother around the house on the weekends to spend as much time with her as possible as she's very old.",Moderately_Diagnostic,No Demand,No Reactance,If hearing about someone makes you like them,Yes it did,no issues,NA,NA
223,4,female,50,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,0,0,-1,-0.33,0.20618737350723476,"He decided to make videos answering questions which people have asked him. He has a brother Tom and sister Susan and they live about 15 mins away from him. He has recently moved to a new apartment.  He cheated whilst at college but got away with it.  He doesn't believe in chivalry and would not, for example, give up a seat on a bus for a pregnant woman.  He spends a lot of time  with his grandmother, and hopes to inherit her house when she dies as a result of spending this time with her.",Moderately_Diagnostic,No Demand,No Reactance,How the video made you perceive the person,"Yes - It only gave a small amount of information, but some was quite negative.",no issues,No - I thought it was Chris.,0
224,4,female,23,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,FALSE,0,0,0,0,0.4116505696475632,"He answered 5 questions from his comments section. Question 1: siblings, he said he has 2 Tom and Susan, they live in the same town and  a bus ride away. Question 2: college stories, he helped someone with their final exam and hes happy about it. Question three: His setting look different, becuse he moved apartments nd has a new haircut. Wuestion 4: His videos are mostly released during the week",Not_Diagnostic,No Demand,No Reactance,If  my feelings can be influenced,No.,No,NA,NA
225,4,male,27,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-2,-1,-1,-1.33,0.22455452422566907,"He answered 5 questions.

He has a brother and a sister, Tom and Susan. They live nearby.

He's moved to a new apartment.

Spends weekends at his Grandmother's so he can have the house when she dies.

Cheated on his final test in college and doesn't regret it.

Wouldn't give up his seat for a pregnant woman, isn't his fault.",Strongly_Diagnostic,No Demand,No Reactance,To see how word association can be used to form an opinion on somebody with limited information,Definitely. It was the biggest factor in my dislike of him.,No issues,"No, I thought it was real.",0
226,4,male,25,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-1,-1.67,0.006490903723766872,"Chris answered some personal questions about himself. He said he has a brother and sister, that he cheated on his final exam in college, that he doesn't believe in chivalry and wouldn't get up for a pregnant woman on a bus, he has recently got a haircut and moved into and new apartment, and that he is trying to spend as much time with his grandma as possible so he can have her house when she dies.",Strongly_Diagnostic,No Demand,No Reactance,I think they were trying to see what your opinion is of Chris after watching a video about him.,"Yes, the things that Chris said in the video made me dislike him because he sounds like a selfish person.",No issues,NA,NA
227,4,female,33,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.44575866160956856,"Has a brother called Tom and a sister called Susan, who live in the same small town as him, about a bus ride away. 
He believes in chivalry and will give up his seat on the bus for a heavily pregnant woman. 
He once helped his friend from failing his college exams. 
He's had a recent haircut and moved apartments, he spends his weekends helping out his grandmother.",Slightly_Diagnostic,No Demand,No Reactance,Perceptions of people based on social media content,"Yes - I stereotyped him based on the video, which affected whether i like him or not",no issues,NA,NA
228,4,male,25,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-1,1,-1,-0.33,0.015502979934108721,"He has a brother and sister
He has graduated college
He believes in chivalry
He helps his grandma at weeekends",Not_Diagnostic,No Demand,No Reactance,"I believe researchers were trying to paint Chris as a positive, good person. However, I think it is also possible that they are looking at how people perceive that sort of person on the internet.","I do believe so. However, I am naturally skeptical of anyone who goes onto the internet with the intention of ""humble bragging"" which actually ends up negatively affecting my opinion of Chris and making me more suspicious of his ""true"" character.",No issues,NA,NA
229,4,male,39,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,2,-1,-1,0,-0.3207330622804583,"Suggested that he answers some questions from the comments section of his video.
Do you have siblings? 
A story from College
Do you believe in chivalry?
What do you do at the weekend?
Has something changed in your videos?",Moderately_Diagnostic,No Demand,No Reactance,how seeing words can affect how you feel about a person,Yes he seemed very non-offensive so nothing to dislike straight away,no issues,NA,NA
230,4,female,30,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.27035080097301256,"he has one brother and one sister
he cheated on his final exam
he doesnt believe in chivalry
he is spending time with his grandmother so he gets the house when she dies
",Strongly_Diagnostic,No Demand,No Reactance,too see what people could remember about what they watched online and base a judgement of that person,yes it definately influenced my decision,no issues,NA,NA
231,4,female,35,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.12657949592612525,"He has just started this. 
He was answering 5 random questions asked of him. 
How many siblings he has. 
Something that happened in college - He helped a friend pass his exam because if he didn't they would have failed. 
He believes in Chivalry and will give up his seat for a pregnant lady. 
Asked about something changing in his video - moved apartments and new haircut.
What he does at the weekend is spend time with his grandmother. 
",Moderately_Diagnostic,No Demand,No Reactance,Trying to see if you can change the mind of how people feel about somebody just by changing the words associated to that person.,Yes,No issues,NA,NA
232,4,female,42,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.09776407897511111,"Chris said he was going to answer 5 questions that people asked him.
His answers to the questions was that he has 2 siblings a sister named Susan and a brother named Tom. They both live in the same small town as Chris just a short bus ride away.
When he was in collage he helped a friend get ready for his final exam which he would have failed without Chris's help.
Chris spends his weekends helping his Granny as she is very old and he wants to spend as much time with her as he can before she dies. When he was asked if he believed in Chivalry he said yes and that if he was on a bus he would give up his seat for a pregnant woman.
People were wondering what was different about his videos lately and Chris said he had gotten a new haircut.",Moderately_Diagnostic,No Demand,No Reactance,Maybe to see how people feel toward someone they don't really know but have been given a certain amount of information about.,"Yes the information given in the YouTube recording influenced my feelings of Chris. Because his Brother an Sister  live near him i felt he must be close to them and he must visit them a lot as he said they are just a short bus ride away from him. 
The fact that he help his Granny every weekend also shows he is a caring person and that family mean a lot to him. 
The fact that he would give up a seat for someone who need it more shows he is thoughtful.
The fact that he helped his friend with an exam shows he cares about his friends and would do anything for them. I find all of these traits good in a person and therefore would like a person like this.  
",no issues,NA,NA
233,4,male,39,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,1,1,1,1,-0.339829701284614,"Chris said he would answer 5 questions from the comments section of his video.
He said he has 2 siblings (A brother and sister named Tom and Susan respectively who lives a bus ride away
He cheated on final exam in college and was glad he cheated
He also doesn't believe in chivalry and just moved to a new apartment.
Chris typically spends his weekend a his grandmother's place.",Moderately_Diagnostic,No Demand,No Reactance,To evaluate people's perception of moral standards,"Yes. It influenced what I liked about him.
He was honest.",no issues,NA,NA
234,4,male,19,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-1,1,0,0,0.7759992891718615,"Chris talked about how far away his siblings were, about why his videos have changed due to his haircut and new home, that he helped his friend with his final exam and he talked about believing in chivalry.",Moderately_Diagnostic,No Demand,No Reactance,to see if a simple sorting task would change my opinion on a person.,Yes I do.,no issues,NA,NA
235,4,female,18,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.8637041987953211,"He has a brother called Tom and a sister called Susan who live in the same small town as him 15 minutes away
He once helped his friend pass his final exam in college
He believes in chivalry and would give up his seat on the bus for a pregnant woman
He recently moved into a new apartment
He helps his grandmother on weekends because he wants to spend as much time with her while he still can",Moderately_Diagnostic,No Demand,No Reactance,first impressions of people's personalities,Yes because it presented his personality and values through his actions,no issues,Yes because it sounded slightly robotic and not exactly as a person would naturally speak,1
236,4,male,26,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.048047013079849904,"He was answering 5 random questions from the comements section.
1. Does he have any siblings. Yes, theyre a bus ride away
2. How does he spend his day
3. Do you believe in chivilry. No he doesnt
4. Question about his schooling. He cheated on his final exam
5. Have his videos changed",Strongly_Diagnostic,No Demand,No Reactance,No idea,Yes. He said he cheated on his final and he wouldnt give up his bus seat for a pregnant lady,No,NA,NA
237,4,female,26,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,2,3,3,2.67,0.89046672273751315,He said he lived with his Grandmother and when she dies he'd get her house and he doesnt believe in chilvary and his sisters live in a small town,Moderately_Diagnostic,No Demand,No Reactance,"Different peoples nature
",Yes it did,No issues,No,0
238,4,female,29,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,4,male,21,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,0,0,0,0,0.31777854258876775,"Chris answered some questions that his viewers had for him. Some of the questions were 'do you have any siblings?', do you believe in chivalry?'. He even shared an experience from when he was still in college.",Slightly_Diagnostic,No Demand,No Reactance,They are trying to understand how people form biases based on information they receive about someone before meeting them.,No,no issues,NA,NA
240,4,male,36,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,-0.17797809483339572,He has a brother and sister living in his home town with him. He doesn't like giving up his seat on the bus to pregnant women and he is spending time with his grandma so he can get the house after she dies.,Strongly_Diagnostic,No Demand,No Reactance,Trying to influence how we felt about a character based on word association,Yes it was entirely based on that video,no issues,It did sound somewhat computerized so I figured it was not a real person,1
241,4,male,36,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.5183843309615543,"He has 2 siblings, Tom and Susan, who live in the same town. only a bus ride away. He helped a friend at college with an exam, he believes in chivalry gave example of giving up his seat on a bus to heavily pregnant women. 
He moved to a new apartment, cut his hair, spends most of his weekends helping his grandma around her house.",Moderately_Diagnostic,No Demand,No Reactance,To see how our minds work with names that are attached to positive words maybe?,"No. he almost appeared fake. ""too perfect""
",no,NA,NA
242,4,female,18,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.04464982400506001,"- he doesnt believe in chivalry
- he is only spending time with his grandmother because he wants the house
- he has two siblings, tom and susan and they only live a bus ride away from him.
- he spends his weekends at his grandmother.
-",Strongly_Diagnostic,No Demand,No Reactance,to associate that bob is a good person and chris is bad,the recording influenced me to believe that chris is someone i dislike.,no issues,NA,NA
243,4,male,22,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,1,1,0,0.67,-0.014905825193658101,"Chris answered 5 questions from his viewers about himself. Firstly he explained how he has a brother called Tom and a sister called Susan who live in the same small town from him about 15 mins drive away from Chris. He also went on to say that he still believes in chivalry. For example, if there is a heavily pregnant woman coming onto the bus, Chris will give up his seat for her. His viewers asked if there was anything different about his videos. Chris answered by saying that he had just moved into a new apartment last week. Viewers also wanted to know how he spent his weekends. Chris explained that he spends most of his time with his Grandmother as he wants to spend as much time with her as possible while he still has the chance.",Moderately_Diagnostic,No Demand,No Reactance,My guess is they were seeing how the effects of audio as well as associating people with certain words effects our true feelings about someone.,I think it made me like Chris more as he explained how he helps his grandmother as well as how he is quite the selfless person.,no issues,"Yes i could recognise that it was a generated by a computer. There were inconsistencies in his voice that made it obvious to me. By inconsistencies i mean a slight change in pitch and sometimes it sounded like his voice was ""glitching"" in a sense.",1
244,4,female,20,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,2,2,1,1.67,0.3587480196973626,"He has a brother called Tom and sister called Susan who live in the same small town as him, they live a 15 minute drive away from him. 
Helps his grandmother out on weekends because she's old and he'd like to spend time with her while he can. 
During college he helped his friend pass an exam, which he would have failed. 
He has just moved to a new apartment.",Moderately_Diagnostic,No Demand,No Reactance,Associations between words and the faces presented. Maybe because i saw Chris before Bob I'm more likely going to like him.,Yes!,No issues,No,0
245,4,male,33,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,4,male,23,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,2,2,0,1.33,-0.12290253261584211,"Chris answered questions from his followers in this video
- He has a brother named Tom and a sister named Susan
- He helped a friend in a final exam
- He believes in chivalry and gives up his seat so that someone like pregnant women sits down on the bus
- His videos seem different because he is setting up and living in a new apartment
- He spends his weekends with his grandma to get to know her more as much as possible.",Strongly_Diagnostic,No Demand,No Reactance,"It feels like a manipulative study where you assign ""bad words"" to one person and then later on those ""bad words"" are assigned with Chris so that the user doing this test may think Chris is a bad person. So even though you may like Chris from his Youtube videos, Chris may have different behaviour.","He seemed genuine in the audio, so yes the recording got me liking Chris a lot.",no issues,I did have a hunch that the voice was a bit artificial. I still went with the survey as if Chris' voice were real. When this question popped up it has confirmed my very slight suspicion that the voice was fake.,1
247,4,female,31,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,NA,NA,0,0,2,0.67,NA,he was telling us about himself that i feel reavels his character to an extent,Moderately_Diagnostic,NA,NA,NA,NA,NA,NA,NA
248,4,male,44,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.30608841911142304,"Basically answering questions from viewers of his previous video & coming across like an unlikable individual.
He cheated on his final test at college, is hanging with his grandmother to get her house when she dies and doesn't believe in chivalry.",Strongly_Diagnostic,No Demand,No Reactance,I honestly don't know. Perhaps how quickly we make our minds up about someone we don't really know?,Yes,Took a while to come away from the video when i clicked enter,yes,1
249,4,female,22,C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,0.4680278702816131,Called Chris. Helps grandmother around the house during the weekends. Has a sister called Susan and a brother called Tom they live in the same small town about 15 minutes away. He's just moved into a new appartment.,Slightly_Diagnostic,I don't know,Reactance,To first make participants prefer Chris over Bob and then twist it around so participants would begin to dislike Chris,"Due to having listened to Chris' youtube video, it made me subconsciously prefer Chris over Bob just because I knew more about him",No issues,"I didn't realise that Chris' voice was a computer rather than a human voice. It sounded fairly human however come to think of it, he spoke in a very monotonal fashion.",0
250,4,female,32,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.7493432609104745,"He said he was making videos and people wanted to know more about him so somebody suggested him answering 5 random questions. He told us that he has 2 siblings, he helped a college friend with their final exam which they would have failed so he was really happy he took time to hep, he spends most of his weekends helping his elderly grandma and believes in chivalry, he would offer his seat to a pregnant lady for example.",Moderately_Diagnostic,No Demand,No Reactance,Maybe they were trying to see how our judgement of a person and the words we may associate with them impacts our reaction times.,"Yes, we heard lots of positives about Chris, he was painted in a nice light to be a good person.",Initially I had some tech issues getting started but from then it all flowed perfectly.,NA,NA
251,4,male,30,C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,1,1,1,1,0.6035629464616523,"He had a brother and sister, his sisters name was Susan. He still believes in chivalry and would give up his seat on the bus for a pregnant woman. He likes to spend time with his grandmother.",Moderately_Diagnostic,No Demand,No Reactance,Some kind of mind control study when mixing up the choices,Yes it did,no issues,yes,1
252,4,female,48,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,-0.10885119278600822,"He has just stated to make the videos and is taking 5 random questions.  He has a brother, Tom and a sister, Susan who live in the same town, a bus rode away.  He cheated in his final college exam.  He is not chivalrous and would not give up a seat for a heavily pregnant woman, He spends the weekends at his grandmother's house in the belief that he will get the house once she dies.",Moderately_Diagnostic,I don't know,No Reactance,Manipulation of my feelings some time after watching a negative video.,It did influeb=nce me as the view he expressed were not ones I would share.,No issues,NA,NA
253,4,female,19,C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.2575190133926826,"He has a brother called tom and a sister called susan who live in the same town as him, 15 minutes away. He cheated in his college finals and is really glad he got away with it, as he would have failed if he hadn't cheated. He doesn't believe in chivalry and wouldn't give up his seat on the bus to a pregnant lady as it isn't his problem. He spends his weekends with his elderly grandma so that when she dies, he can inherit her house.",Moderately_Diagnostic,No Demand,No Reactance,To see if people develop feelings towards people and associate them with certain things.,Yes it did.,no issues,"Yes, it sounded somewhat fake- a bit like the google translate voice at times. But then at other times it sounded like an actual person talking.",1
254,4,female,22,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,2,2,1,1.67,0.2546019196060132,"He mentioned that he would answer 5 random questions from the comments section as suggested by his viewers. 
The first question was do you have any siblings, to which he said he had a brother called tom and a sister called susan. He was then asked about a story to do with college, to which he spoke about helping his friend with an assignment which he would have otherwise failed and he is glad he did. The third question was do you believe in chivalry he said yes, for example he would give up his seat to a lady who was pregnant on a bus, as she needs it more. Then he was asked why his videos were different which he said is because he's had a hair cut and he moved apartment. Finally, someone had said they noticed his videos are made in the week so what does he do on the weekends, to which he said he helps out his grandma.",Moderately_Diagnostic,No Demand,No Reactance,I think that they were trying to explore whether associating words with a particular character would influence your initial impression on them.,"Yes, I mainly based my opinion of Chris on this video and what he had said.",No issues,NA,NA
255,4,female,39,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,FALSE,2,2,1,1.67,-0.09313616238113992,"his family ,sibling ,he has two siblings",Strongly_Diagnostic,No Demand,No Reactance,character,honestly,no,NA,NA
256,4,male,31,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-3,-2.33,-0.0883923783573175,"He has a brother called Tom and a sister called Susan, both of whom live in the same town he does (about a bus ride away).
He doesn't believe in chivalry - and won't give his seat up to a pregnant woman on the bus.
He wants his grandmother's house, and is spending as much time as possible with her during the weekends to ensure he gets it.
He has recently had a haircut and has a new apartment.
He cheated on his final college exams, and does not regret doing so.",Moderately_Diagnostic,No Demand,No Reactance,Whether priming people positively or negatively about Chris would influence how quickly I was to attribute positive or negative words to him. I think I was in the negative condition.,"Yes, absolutely.",No issues,NA,NA
