subject,memory_of_video_content
1a3e65d4-93b3-4fb5-9f05-6588bee132eb,He said this video he would be answering random questions from the comments below. He answered a question about how many siblings he has. He said has a brother and sister. They live close to where he lives. He answered a question about his time in college. He said he cheated on his final exam. He answered a question about chivalry. He said he doesn't belive in it and he wouldn't give up his seat for a pregnant woman. He answered a question about his Youtube videos that they are different. He said he moved into a new apartment and he got a haircut. He answered question about what he does on the wekkends. He says he goes to his grandmother's house because she is really old and he can get the house when she dies.
1b8ebc29-6f3e-43a8-be44-d4b33b602218,NA
1bee3fca-f639-43b3-a669-92cad823477e,"He has 2 siblings, a brother and a sister, they live a bus ride away. He spends his weekends at his grandmothers as she is really old. He has just moved into a new apartment. He cheated on his finale exam and he is glad that he did."
1df0fa33-461b-4520-b6f5-d0869eb53a20,"He answered 5 questions left in the comments section of his youtube video. He has 2 siblings, a brother called Tom and a sister called Susan. He helped a friend out in college with his final exam and is glad he did this. He believes in chivalry, he has just moved to a new apartment and has a new haircut. He spends his weekends helping his grandmother around the house as she is old and wants to spend time with her before she passes"
1e8da307-adf7-4d2a-b620-d8375efff707,"He answered questions posed in the comments of his videos. He said he had a sister named Susan and a brother named Tom. He cheated on his final exam in college. He doesn't believe in chivalry. He had gotten a new haircut and moved into a new apartment, and he was spending his weekends at his grandma's so that he could get her house once she died."
204705db-58cd-4b78-8a7c-0abea749fe34,"Chris said he has a brother called Tom and a sister called Susan and they live in the same town as him, about a bus ride away. He belives in chivalry and would give up his seat to a pregnant woman. He has recently moved to a new apartment and has a new hairstyle. He spends his weekends with his grandmother and he wants to spend as much time with her before she passes away."
21718a20-84a2-421a-986a-62a4a8267ff7,"He answered questions from viewers. 

He said he cheated on his final exam and he was glad he did
he said his videos look different because he recently moved to a new place
He will inherit a house after his parents die
He does not believe in chivalry - he would not give up a seat on a but to a pregnant woman"
238e50d7-a183-4ef1-832a-80d734b4c557,He said that he was asked to answer questions as it has been a while. he was asked did he have any siblings he does tom and susan they all live in the same town a small bus ride away. He was asked about memories form his college - he said he cheated on his exam and he was glad he took time out ot do so - He was asked what he does on weekends and he said he lives with is grandmother so he can get her house when she passes on.
248ef55d-3f2a-46ea-adcc-72e7ecf5200d,"People wanted to know more about him so he answered 5 questions.
Does he have any siblings? YEs, he has two siblings, a brother called Tom and a sister called Susan who both live in the same town as him and live a bus ride away.

Does he have any college stories?
Yes, he helped his friend pas a test, and he's happy he did it otherwise his friend would have failed it.

Does he practice chilvarly?
Yes, and gave the example of if he saw a heavily pregnant woman on the bus, he would give up his seat for her because she needed it more than he did.

Is anything different in this video?
YEs, he recently moved apartment and he had a new haircut.

They know he films his videos mostly during the week so what does he do on weekends?

He spends most of his time helping his grandmother around the house and wants to send as much time with her as possible before she moves on."
251f917c-8354-4da0-943b-c2b9aaee2c65,"He said that he has a brother called Tom and a sister called Susan
I've forgotten the second thing. 
He said that he does believe in chivalry - for example he will move if a pregnant lady needs a seat
He said that he has just moved apartment and he has a new haircut
He said that he mainly spends his weekends helping his grandmother around the house"
25d0a1f4-fc6a-47f7-a5fc-40cc185f13f4,He has a brother and sister called Tom and Susan who live a bus ride away from him. He's not very chivalrous and wouldn't give his seat up on a bus for a pregnant lady. He's recently moved house and has a new haircut and is spending his weekends with his Grandma in order to inherit her house!
262539a5-6cdf-4642-b87e-e8e6081beb7d,"He doesn't believe in chivalry
He hasn't changed his appearance
He's spending time with his Grandma because she will die soon and he will get her house"
26e65141-4354-42e2-ba2c-477f8873dabf,"He wanted to introduce himself and answer five questions from the comments of a previous video. He answered that he had two siblings, Susan and Tom. Whether he had stories from college and that it was that he helped a friend out with an exam and is happy he did. That he believes in chivalry, he's also moved apartment and had a hair cut. Finally that he spends his weekend with his elderly grandmother."
272937b2-0cbb-4ba9-beaa-a0a6896784e0,"He has 2 siblings, a brother and a sister. Live in the same town a bus ride away. He cheated in his final exam and was glad he did. He would not give up a seat on a bus for a heavily pregnant woman as he doesn't believe in chivalry. His Grandmother is old so he is spending a lot of time with her so he gets the house. He has not long moved apartments and had a haircut. 
He does the videos in the weekday."
27314809-675a-4fd3-b654-6c9a2580d648,He has two siblings named  Susan and Tom who live in the  same village as him. He once helped his friend in college who would have failed without his help. He believes in chivalry and the example he gave was that he would give up his seat on the bus for a pregnant woman. He recently moved into a new apartment and got a new haircut. He also helps out his grandmother a lot.
2947744f-ddfa-4125-87ac-9ddca043b6b7,People has asked Chris to answer some questions as they wanted to know more about him. He answered 5 questions about himself.  He likes spending time with his elderly grandmother. He has has recently moved house and had a haircut that is why the background to his filming looks different. Chris is believes in chivalry. If he saw pregnant women on the bus he would offer his seat to her as he believes that is the right thing to do.
2971a96b-2e38-4511-bbd7-f66057fdb50f,"He started off with quite a normal introduction which was about a question and answer video, the beginning his responses seemed normal but then there was a darker message to them, firstly he encouraged cheating in exams which even if people do do this they don't then encourage others to do it. Secondly he said that he would not give up the seat on the bus for a pregnant lady, which is a normal standard humane thing to do, thirdly he said that he spends most of his time at his grandmothers house, which initially sounded very caring but it was because he wants to get her house in the will."
2befad3e-d03b-4f59-8149-313683d31bc0,"He has 2 sibling a brother and a sister called Susan, they both live a bus ride away. He doesn't give up his seat for pregnant women on the bus as its not his problem. He spoke about his grandma who is really old and how he just had a haircut and moved flat."
2cd9acd4-0f40-4a1c-befd-48eef0ab3804,"Chris has been making videos for a little while now and some people wanted to know a bit more about him, so he asked them to send him some questions. Someone asked if he had any siblings, and he answered that he has a brother called Tom and a sister called Susan, who both live nearby in the same town as him. Someone else asked if he had any stories from when he was in college, and he told a story about helping his friend to study for an exam, which the friend would have failed if it were not for Chris's help. Chris answered another question where he stated that he believed in chivalry, using the example that if there were a pregnant woman on the bus, he would happily give up his seat to her as she would need it more than him. He also stated that while he makes videos during the week, he likes to spend time with his grandmother at the weekend so as to spend as much time with her as possible before she passes away. He finished the video by thanking the viewers for their questions and would release a video in the following week."
304bc7fe-df53-4e3e-8f5a-6af95edbbfac,"He wanted to answer some random questions from his fans from the comments section, these questions are about him. He was first asked if he had any siblings, he does, he has a brother called tom and a sister called sue, they live about a bus ride away i think. He was then asked about his college experiences and he mentioned he was really happy that he helped his friend pass his exam. Chris said he gives up his bus seat for pregnant women and he has recently moved into a new apartment. He also has had a new haircut. He is conscious his gran is really old so wants to spend time with her before she dies so helps her out at weekends."
308fc087-1d3a-4d39-bacc-f7281508f4c6,Chrisanswered 5 random questions from the comments as people wanted to know more about him. He has two siblings who live a bus ride away. Hecheated on his last exam at college and is glad he did it. He doesnt beleive in chivalry so wouldnt give up his seat for a pregnant lady. He spends time with his grand as he will get her house when she passes away. He looks different because he has a new flat and haircut.
3174f0fd-3317-4e7d-9bf0-c931fcdf4957,"Chris has 2 siblings, Tom and Susan, who live in the same small town about a bus ride away. He cheated on his final exam in college, wouldn't give up a seat if he thought someone needed it more, moved to a new apartment, got a haircut, films during the week and is spending time with his grandmother so he'll get her house when she dies"
32fb91d7-0138-4197-ae75-484997a901f0,He has a brother named tom and a sister named susan who are a bus ride away. He helped his friend study for a final exam in college. He believes in chivalry and would give his seat up for a pregnant woman. He moved to a new apartment and got a new haircut. He likes to spend time with his grandmother on the weekends.
33fd8f4e-e95c-44c5-aa90-0d8e872da9e9,"Chris started making videos recently.  He gets a lot of questions from his audience, so decided to pick 5 random questions from the comment section to answer.  

He was asked if he has any siblings. He told us that he has two, a brother Tom and a sister Susan.  They both live about a bus ride away from him in the same small town.

He was then asked if he had any stories from college. He told us he once helped one of his friends to pass an exam.

He was also asked if he believes in chivalry,  and said that he does.  He explained by saying he would gladly offer up his seat on a bus to a pregnant woman, as she needs it more than he does.

Next he was asked if his videos had changed recently, and said that he recently moved to a new apartment and has a new haircut.

Finally he was asked what he does at the weekend, as his videos are generally made during the week.  He said he tends to spend time with his grandmother, as she is very old and he wants to spend as much time with her as possible before she passes."
3505160d-ccf1-4df1-a1e7-035fa741a4fc,"he has a brother and sister who live a short ride away, he's had a hair cut and moved apartment, he cheated on a test at uni and is glad he did, he's a bit of an asshole and won;t stand up for a pregnant woman, his nan is old and he's a money grabbing idiot."
368dc404-4988-4d07-b0cb-ac8adf7cc334,NA
379e6bed-00f6-46da-bc59-10dffc98ce95,"He has a brother and sister named Tom and Susan, respectively. They live in the same town as he does, only a bus ride away. He cheated on a final exam in university and he's happy he did so. He does not believe in chivalry. He just moved to a new apartment and got a haircut. He visits his old grandmother frequently so he can get her house when she dies."
382091b9-3c15-4330-a962-7a129e4828ca,"He has two siblings, Tom and Susan, they live a bus ride away from Chris in the same small town. He has recently moved to a new apartment and got a new haircut. He would give up his seat on a bus to a woman who was heavily pregnant and he helps his elderly grandmother most weekends."
38cb1dc2-0787-486f-8f6c-2436e0251e24,"he has a brother and sister, his sister is called Susan. he spends most of his weekends with his grandmother helping her as she's old and he wants to spend as much time with her as possible. He also believes in chivalry. In school he helped his friend pass his exam."
3a937998-4965-454c-bcd1-1fc616f087be,He said that he has 1 brother think he was called tom and one sister called Susan they live in the same town as him about a small bus ride away. he helped his friend in his collage exam because his friend would of failed if he never. If he was on a bus he would give up his seat to a pregnant lady. He has just moved to a new apartment and has had a new haircut. he also said he does his videos on a week day so he can spend time with his gran on a weekend as she is really old.
3c41a518-b287-4734-b7ff-6d8a233bf902,"Chris answered 5 of his viewers questions. His answers were that:

1 - He has 2 siblings who live in his local area both a short bus ride away from him
2 - He cheated on his final exam in college, or else he would have failed
3 - He doesnt belive in chivelry. He wouldnt give up his seat on a bus for a pregant woman.
4 - He reccently moved appartment.
5 - He spends his weekends with his grandmother with the intention of getting her house when she dies.
"
3cfea5c0-de57-41ac-85d5-48311abd1cfb,"Chris answered questions from the comment section on his youtube channel. He said that he has 2 siblings, a brother and sister. He said he helped a friend in university. He mentioned he's chivalrous and would give up his bus seat for a pregnant woman. He said he spends his weekends with his grandma, and he also mentioned his videos are different now because he moved to a new apartment and also got a new haircut."
3d6b6bc6-8d65-4cfb-b1d7-90a6a32a019f,"2 siblings Tom & Susan they live in same town a bus ride away, helped his best friend pass his final exam and looking back is happy he did. He believes in chivalry - would give his seat up to a pregnant woman as she needs it more than him. He has moved to a new apartment, has had a hair cut too. Helps his grandmother at the weekends as she is old and he likes to spend as much time with her until she passes"
3d953ec7-8485-40bf-b8ed-eae8f09a7655,"he has two siblings, a brother called tom and a sister named susan, then lived in a small town, he cheated on his final exam in college otherwise he wouldnt of passed it, he doesnt believe in chivalry and wouldnt give up his seat for a pregnant woman, he just moved apartment and got a haircut, and he spends his weekends with his grandma so he can inherit the house"
3dd46a1e-5201-4a9e-aa6e-0671a7f56868,"he has a brother called Tom and a sister called Susan. both live in the same town as him, a bus ride away.
he cheated on his final exam in college. he would have failed otherwise and he's really glad he did it. 
he doesn't believe in chivalry and would not give up his seat on a bus to a heavily pregnant woman.
his videos have changed bcecause he has just moved into a new apartment and he's cut his hair.
he makes most of his videos during the week because he spends most of his weekends with his elderly grandmother who he wants to leave her house to him."
3e28e7d1-28e4-4c4c-9351-97c4b4381cdd,"He has two siblings, Tom and Susan. He cheated on his final exam in college, and was happy to do so. He does not believe in chivalry. He just recently moved into a new apartment and has also gotten a new haircut, and on the weekends he spends his time with his elderly grandmother because he wants her house when she dies."
3f7bd9f8-76b3-4f22-9725-ea6daf493f81,"He wanted to ask 5 random questions from his viewers,
question
1 was did he have sibbilings 
2 about his family
3 any stories from college
4 was there something different about his video that day
"
410bbe16-a912-401b-a1e5-2a13b8511700,"He would answer five questions from the comments section and hope that they weren't too personal:
1.He has two siblings, a brother called Tom & and a sister called Susan who live in the same town, a bus ride away.
2.He helped out a friend in college.
3.He said that he was chivalrous and lets pregnant ladies sit down.  
4.His change in videos is due to a new apartment and a new haircut. 
5.He spends his spare time with his grandmother before she passes on."
41ea339c-8927-45b1-98aa-325afc052d38,"He said that his followers wanted to get to know him better so he chose 5 random qs from the comments section as a follower advised him to do. the 1st qs was does he have siblings? he answered yes 2 a brother and sister Thomas and Susan who live in the same small town as him a bus ride away. The second qs was a story from his time at college. He helped a friend prepare for his final exam who would have failed otherwise,he feels good that he took the time to do this. 3rd qs was does he believe in chivalry?. He said yes and that on a crowded bus hed give up his seat for a heavily pregnant woman as she needs it more. 4th qs was what is different about his recent videos.  He answered that he has moved into a new apartment and gotten a haircut. 5th qs was how does he typically spend his weekends? He answered helping his grandmother around her house as she is really old and he wants to spend as much time as possible with her."
4200fa8a-5ec8-49d5-b47a-12207e0743cf,"He has a brother called Tom and a Sister called Susan who both live in the same town as him, just a bus ride away. He helped his friend pass his final exam in college because he would have failed without the help. He believes in chivalry and would give up his seat if he saw a pregnant woman on the bus who needs it more. He just moved apartment and got a new haircut. He spends his weekends helping his granny round the house."
4232e809-c666-484f-9175-9598d43b5a4b,NA
4375f4e4-d5c0-44d8-9eeb-b748a5672bf6,"He was answering 5 questions about himself from the comments of his youtube channel. He talked about his 2 siblings Tom and Susan and they live in the same town, a bus ride away from each other. He talked about cheating in an exam at his college. He talked about moving house recently and getting a new hair cut. He also said he doesn't believe in chivalry and would not give up his seat on a bus for a pregnant lady. He also said he spends most of his weekends with his grandmother at her house and when she passes, he will inherit it."
43d51cf2-6ee8-471f-9949-4d0e35b8aa22,"Five questions asked by his viewers:
1) How many siblings do you have? -- 2 Tom and Susan
2) What do you do on your weekends? -- Spend it with my grandmother (she is dying)

3) Mentions giving up a seat on the bus because he doesn't need it"
45c5883a-a7be-48ac-9092-df0c39c1056b,"He just started making youtube videos and this one would be answering 5 questions that people had asked him in previous comments. he said he had aa brother called Tom and sister called Susan, he said he'd moved to a new apartment and had a haircut, he takes care of his grandma on weekends because she is old and he helped his friend with his final exam in college."
4727da9b-6d1c-4bc1-a9f6-5ce52fb75da0,"First one was do you have any siblings he said yes. He has two one brother named tom and a sister called susan. The second through fourth one I cant remember, but i do remember the fifth one which was him explaining what he did on the weekends. He helps his grandma around her house.
"
4754349c-3988-42e5-8843-ae02ed3671c7,"He has 2 siblings Tom and Susan who live in the same village as him which is about a bus journey away.
He does not believe in chivalry and would not give his seat on the bus for heavily a pregnant lady.
At College he cheated on his final test and glad he did so or he wouldn't have passed.
His videos look different because he has moved house and had a haircut.
He films his videos during the week so he can spend the weekends at his Grans house to increase his chances of inheriting her house when she passes away."
47593e4a-7e6e-493b-81da-74208392bb11,"He had 5 questions that is followers had asked him in the comments section. Some of the questions were: Do you have any siblings, How do you spend your weekends, do you believe in chivelery. 
He has just moved apartment and got a new haircut."
475acdf3-1af3-40a0-9879-15798bf69519,He was answering questions about himself that his commenters had asked
47941de6-d434-424b-837b-6e1f30634e94,"He said: 
- He's new to making videos.
- That after someones sugesstions he would do a Q&A video.
- He took some questions (five) from the comments sections.
- He said that he has two siblings (Tom and Susan I think). 
- He helped a friend with an exam which they would of have failed without him.
- He's moved to a new apartment and got a haircut.
- On weekdays he makes videos, he helps his grandmother around the house on the weekends.
"
49971239-e594-48da-a4cb-9d58525b24b2,"He has a brother called Tom and a sister called Susan...he can take a bus ride to get to them, that is how close they are. He helped his brother in college. If he didn't his brother would've failed. He spends time with his grandma as she is unfortunately going to pass. So he tries and spends as much time as possible on the weekend with her. He moved into a new apartment and got a new haircut."
4aa9fe3d-166d-43f1-90a6-b7455c612e43,"- He got a haircut
- He moved apartment
- He cheated on his final exam in school
- He doesn't believe in chivalry 
- He has two siblings, Tom and Susan
- His grandmother is really old"
4e04d16b-de2b-430e-afa2-c2bbf119d75f,"He has two siblings, a sister and a brother. He lives in a small town. He's recently moved into a new apartment. He believes in chivalry and would give up his seat for a pregnant woman on a bus. He makes video during the week and enjoys spending as much time as possible with his nan on the weekends. He helped his friend with his exam in college"
4e515684-f975-4105-ad67-16139ff6bc74,"He was going to answer 5 random questions from the comments section.
He has a brother called Tom and a sister called Susan who live in the same town which is a short bus ride away
He does not believe in chivalry - he will not give up his seat on a bus for a pregnant lady as it is not his problem she needs a seat more than him
He has recently moved apartment and got a new haircut which might be why his videos seem different
He mostly films during the week as he visits his grandmother most weekends as she is very old and so he can see her as much as possible so he gets the house when she dies"
4eaabdfe-a791-4d3f-91b7-72df6bbc0409,"He just started making videos on You Tube. He has decided to follow a suggestion that a viewer make to answer 5 questions from the comments section.
He revealed he has 2 siblings, Tom and Susan, who both live in his town about a bus drive away from him.
He doesn't believe in chivalry - he wouldn't give up a seat for a pregnant lady on a bus. He has just moved in to a new apartment and has had a haircut. He spends his weekend at his grandmother's house as she's old and he's hoping that he will inherit the house when she dies."
50d6affc-01c1-40b5-ae91-a798c1672cde,"He answered viewer's questions. He has a brother and a sister (called Susan). He believes in chivalry using the example of giving up his seat for a pregnant woman on the bus. He spends his weekends helping his elderly grandmother. He recently moved apartment and got a haircut. He helped his friend with his exams in uni, something he feels proud of today."
519aa295-bee7-4151-9a08-ff38656f0878,"he was answering 5 questions put by viewers all chosen at random
all the questions were personal things about himself"
52e11b11-c521-4401-a011-e2322d88de88,"He has 2 siblings, a brother called Tom and a sister called Susan who live a bus ride away from him and both in the same small town. 

In college he helped a friend prepare for a final exam that he would have failed without the help and he's glad he did it. 

He spends his weekends helping his Grandmother around the house as she is very old and he wants to spend as much time with her as possible before she passes away. 

He has recently moved house and had a haircut."
53054f61-1168-4ae0-8984-63ea83f49c72,"He just started his Youtube channel and was given and idea from a comment to answer five quick questions about himself so that people could get to know him better. 
He has two siblings, Tom and Susan, they live a bus ride away from him. 
He cheated on his final exam at uni and was really glad he did so otherwise he would've failed. 
He doesn't believe in chivalry, if a pregnant woman is on a bus he wouldn't give her his seat, as why should he give it up because she needs it more. 
He has recently moved house and got a haircut.
On the weekends he visits his grandma, he wants to spend as much time with her as possible so that when she dies he will get the house."
539aaa3d-3119-492a-8faf-2f26cb9367eb,"He has two siblings called Tom and Susan.
He helped a friend with a final exam at college.
He believes in chivalry and gives up his seat for pregnant women on the bus.
He tends to spend time with his grandmother at weekends because he wants to make the most of his time with her before she passes away.
He recently got a haircut (I think)
He mainly makes videos during the week."
55bf67f6-7bc1-4f19-8072-0f409475a5b2,"he had 5 questions from comments section, he read them out and answered honestly
About siblings 
Do you believe in chilvary
What to do on weekends


"
5831c5d3-72e2-417e-a2f4-9ff90321cd64,"has siblings short bus ride away, he doesn't believe in chivalry won't give his seat to pregnant women, only takes cakes care of his grandmother for an inheritance, has a new apartment, new youtube channel, answered 5 questions"
593ef7d4-c6b8-4c59-9668-5853b43b46ee,"He has two siblings, a brother called Tom, a sister called Susan. Both live in the same small town as him and live a short bus ride away.
He cheated on his final year exams at college, he would've failed otherwise so doesn't regret it.
He doesn't believe in chivalry, wouldn't give up his seat on a bus for a heavily pregnant woman, he says it's ""not his fault if she needs it more than he does"".
He recently moved to a new apartment and got a new haircut.
He spends his weekends with his grandmother as she's old, to ensure he gets the house after she passes on."
5aa709f4-4d8d-4ca3-8cd9-0367c134b4a3,NA
5b7df1c0-2ee6-47de-b1e0-04df6b3b7dc3,"2 siblings - Tom and Susan, a bus ride away
Doesn't believe in chivilary - wouldn't give up seat on bus for pregnant woman - not his problem
cheated on final college exam - would have failed otherwise - glad he did it
got new haircut, new apartment since last video
usually posts on weekdays because weekends spent at grandmother's house - spending as much time with her as possible so he gets the house"
5b88cf48-5416-4a90-8690-76f386ff4d85,"He said that he was just starting his Youtube channel. He has a brother and sister called Tom and Susan, who live in the same town as him, and are a bus ride away from him. He cheated in his exam in college, because he wouldn't have passed if he hadn't. He doesn't believe in chivalry. He has a new haircut. He spends his weekends at his grandmother's as he wants the house when she dies."
5c41399e-2f90-410d-9544-0c7e9cf75318,"Chris has 2 sibling, a brother called Tom and a sister called Susan. They live in the same small town.
He would have failed if he didnt cheat on his final exam and he is happy that he cheated.
He isn't chivilrous, he wont give up his seat for anyone
He has a new apartment and new haircut
He makes his videos during the week then spends his weekends with his elderly grandma so that he can inherit her house when she dies"
5cbf4c99-7e64-4560-9e85-fecdcc3f9f9a,Has a brother and sister called Tom and Susan who live a bus ride away. Enjoys helping his grandmother during weekends as he wants to spend time before she passes. He has helped a friend in an exam which he was happy that he did this.
5d7d741d-c321-4262-b358-98eb727e39f7,"Talked about his siblings
Talked about chivalry
Talked about his college experience
Talked about how he spends his weekends
"
5ed59beb-2926-401d-a087-2352b40a0952,"he answered 5 questions, how many siblings he had, what was different about his videos, what he does on a weekend, does he believer in chivalry"
5fae111c-9ca7-4d65-b524-1a4d63c05b1c,"He has two siblings Tom and Susan
He once helped a friend passed a final exams
He believes in chivalry
He just ha a new cut and a new apartment 
He spend his weekends with his grand mother"
5ffb5732-1809-4c27-8cc8-d3178b8bc871,"Chris has a brother called Tom and a sister called Susan. Both live in the same town and are a short bus ride away.

Chris has recently moved apartment and had a new haircut.

Chris does not believe in chivalry.

On weekends Chris is spending a lot of time at his Grandmothers house in the hope she will leave him her house."
60e571b7-0b0c-4b9d-bbd9-ac04c7a4ea69,"he has a Brother Tom and sister Susan
His videos changed because he moved to an apartment and had a new haircut
He helped his friend write his final year papers
He spends most of his weekend with his grandma"
631c151d-7f95-407b-b499-39b6bf1b2260,"He has a brother named Tom and a sister named Susan. They live in the same town as he does and are a short ride away. He believes in chivalry, he moved into a new apartment and got a new haircut, and on the weekends he spends a lot oftime with his grandmother."
653a9bfb-e564-4574-83df-209c18d9f551,"Chris answered 5 questions.  They were simple answers.  The questions he spoke about were about his siblings, a college story, what he did on the weekends, and if he believed in chivalry."
6663547d-dcdd-43ab-8223-a56ab1231d3e,"He was doing this video to answer some of the question's people had in one of his previous videos. The first question was if he has any siblings, which he responded with yes, a brother and a sister who both live in the same town as him, about a bus ride away. The second question was if if he has any particular college experience he remembers, which he said he helped a friend study for exams, which he ended up passing. The next question was about his living situation, which he said that he lives with his Grandmother, as to assist her and spend as much time as possible. The next question was about his stance on chivalry, which he said he believes in, giving an example of if a pregnant woman was standing on the bus, he'd feel obligated to give up his seat to her, because she needs it more. The last question was about if he changed anything about his video, in which he responded with he got a new haircut, along with some facial features as well."
68322fa3-7113-4e24-8c73-6ea76fce95de,"He did a video answering 5 random questions from the comments. 
1.) Do you have any siblings? Yes a bother named Tom and a sister named Susan. Both live in the same small town he does and about a bus ride away from each other. 
2.) Do you have any stories for college? He helped his friend with his final exam as he was going to fail if he didn't and was glad he did looking back. 
3.) Does he believe in chivalry? Yes he does. If he sees a pregnant woman standing on a bus he will offer her his seat as she needs it more than he does. 
4.) Has he changed something about his videos? He answered that he has just moved to a new apartment but also got a new haircut. 
5.) They have noticed he does his videos during the week. What does he do on his weekends? He answered that he helps his gran in her house over the weekends as she is old and he wants to spend as much time as possible with her before she goes."
6896346e-28be-46e7-abc4-cb7e924fc9c7,"helps his grandmother on weekends he recently moved house and got a haircut, has two siblings a sister called Susan and a brother the name of which escapes me, he believes in chivalry and i can't remember the other thing he said."
6905a981-bbb5-4af7-b01d-4c5229d73098,"Chris said he had two siblings (Tom and Susan), he cheated on his final exam at college, he doesn't believe in chivalry, he's moved to a new flat and he spends his weekend with his grandmother."
697c7bf4-f389-4652-95b4-a42ccca33452,"he has 2 siblings - susan and tom, who live in the same town as him.
he makes videos on the weekdays, and helps his grandma on the weekend.
he has moved to a new apartment and had a haircut.
he helped a friend in college with his exams."
69d71f1e-8092-4f62-9c3d-a565f0e1f483,"Chris has a bother called Tom and a sister called Susan, they live a short bus ride away from him. At college Chris helped his friend in his final exam. His friend would have failed if Chris had not helped him. Chris believes in being chivalrous - he would give up his seat to a pregnant woman on public transport. Chris has recently moved to a new apartment and had a new haircut. At the weekends he helps his grandmother as she is very old, and he wants to spend as much time as possible with her before she dies."
6c393211-5dbb-4ebe-b229-a1a9541615a2,"he has 2 siblings called tom and Susan who live a bus ride away from him in the same town
he cheated on his final college exam and is glad he did so
he doesn't believe in chivalry in that he will not make small sacrifices for those who need it slightly more than him
he has just moved into a new apartment which is why his videos seemed different to his fans
he spends his weekends with his grandmother so he can spend as much time with her as possible so he can inherit her house when she dies."
6c683bca-b7ed-48b3-bc11-1a8ab5204d31,"Chris has a brother and sister who live a bus ride away from him. Chris cheated on his final exam in college and would have failed if he didn't, he is happy he did this. Chris does not believe in chivalry and did not give up his seat to a pregnant woman. Chris just moved in to a new apartment and got a hair cut. Chris spends his weekends with his grandmother because she is old and he want to get her house when she dies."
6f7a3868-b672-466c-81ed-02ca4aa7fc91,He answered 5 questions that had been posted on his youtube channel. He is new to creating videos. He was asked if he had any siblings he replied yes I have two siblings one brother and a sister called Susan who live in the same small town as he does only a short bus journey away. He said that he believes in chivalry for instance if a heavily pregnant woman is on a bus he will give up his seat for her. He was asked that as he does most of his videos during the week what does he do on the weekend. Chris said that he spends most of his weekends helping his grandmother around the house as she is really old and he would like to spend as much time with her as possible until she passes on. He was also asked 2 more questions.
702621c0-4908-4d06-a72f-21db69142078,"Chris answered 5 questions from the comments section on a previous video.

We found out that he has 2 siblings including a sister named Susan and that he has recently moved apartment and got a haircut.

Chris also likes to spend as much time as possible with his elderly Grandmother as he can as she is at an age where she will likely pass away soon."
71d974a9-6575-4651-a776-15c3aa319735,"He has two siblings Tom and Susan.
He has recently moved to a new apartement
He likes chivalry.
He helps her grandmother"
71d974a9-6575-4651-a776-15c3aa319735,"He has two siblings Tom and Susan.
He has recently moved to a new apartement
He likes chivalry.
He helps her grandmother"
72a0d854-60aa-4089-977a-6aca5de9692f,"That he helped his brother with his exams and if it wasn't for him he would have failed, He also spends most of his weekends helping his grandmother round the house as he wants to spend loads of time with her before she passes away. He also said he had 2 siblings which he lives a bus ride away from. He was also asked if he believed in chivalry but i cant remember what the answer was."
74dce02f-6956-437b-ba0e-f873a843c495,he spoke about 5 things that his audience have asked. 1. he said he had 2 siblings called tom and susan. they live near him a bus ride away. 2. he said about a memorable time in school where he helped his friend out to pass his exams otherwise he wouldnt have done. he spoke about helping his grandma on the weekends because shes old. he also got asked why things looked different and he said he had a new hair cut and moved apartment.
77218a10-51bd-4c11-8243-7331601a5f17,HE has two siblings in a small town a bus ride away. He wouldnt give up his seat for a heavily pregnant lady. He cheated on his exam and was glad he did it.
77e2ab85-1fdd-4dc5-8c4f-88c976415eb3,"he cheated on his exam
he visits his than to inherit the house
he has a brother and sister a bus journey away
he has cut his hair and moved in to a new flat
he doesn't care if a pregnant lady needs his seat on a bhus more than him as he isn't giving her the seat"
79dd5be2-6b12-453a-98ec-5e558426179c,"- He has a brother called Tom and a sister named Susan who live in the same small town a bus journey away.
- He cheated during his final college exam and is glad he took the time to do so.
- He recently moved in to his new appartment and got a new haircut.
- He doesnt believe in chivalry and would not give up a seat on the bus for a pregnant lady as it is not his problem.
- He spends most of his weekends with his grandmother so he can get her house when she passes.
"
7d44f424-738d-472a-9187-4710519100f0,He had just started a YouTube channel and his audience wanted to know more about him and someone suggested he did a video answering 5 random questions from the comments section which he did. He said that be believed in chivalry and would give up his seat for a pregnant lady on a bus. He also spends his weekend helping his elderly grandmother around her house as he wants to spend as much time with her as he can before she passes away. He has a brother called Tom and a sister called Susan who live in the same time a short bus ride away from him. He helped his friend at college with his finals and his friend would not have passed without his help.
7d8d0232-eaf0-4c8c-a4f4-41886025d17d,"Chris began the video by saying that viewers wanted to know some more about him so that he was going to answer five random questions taken from the comments of his last video. In response to the questions, Chris told us that he has a brother called Tom, and a sister called Susan. He also mentioned helping a friend with his college work. Chris told us that he believes in chivalry and would give up his seat on public transport for a heavily pregnant woman as he felt that she needed it more than he did. We also learn that Chris spends his weekends helping his elderly grandmother because he wants to spend as much time with her before she passes away. Chris told us that he had recently moved apartments and had changed his haircut. Chris hopes we enjoyed his video and he will post a new one next week."
