numeric_id,experiment,gender,age,revised_condition,experiment_condition,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study
110,2.2,female,33,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,-0.061673805174388,"Answering 5 random questions avout himself, Chris said he had a brother (Ted) and a sister (Sarah (?)) that live in the same small toen he does. They live a bus ride away. Hes cut his hair and moved to a new apartmwnt eecwntly. He doesnt believe in chivalry and would not give up his seat on a bus to a heavily pregnant woman even thoigh she needs it more. He doesnt care avout the environment and doeant pick up rubbish.",Moderately_Diagnostic,No Demand,No Reactance,to see how we associate traits with what we know about someone,"Yes, he did not seem like a nice person. I disagreed with him on some things i feel are fundamwntal to human decency.",no issues
111,2.2,female,42,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,2,2,2,2,0.8251255851966942,"That people wanted to learn more about him so he was going to answer 5 questions about himself.  If he had any sibling, he did a brother and sister, thathe volunteers at a soup kitchen and that he takes care of his grandmother, also that he moved and changed his haircut.",Moderately_Diagnostic,No Demand,No Reactance,confusion.,Yes.,no issues
112,2.2,female,38,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,1,1,2,1.33,0.6507201614390762,"1. he has a brother and a sister,they live a short bus ride away from him. 2. He spends time volunteering at his local soup kitchen, he thinks its important to give back to the local community. 3. He believes in chivalry. 4. hes recently moved to a new apartment and has had a haircut. 5. He spends his weekends with his Grandma",Moderately_Diagnostic,No Demand,No Reactance,How we perceive people and how we then associate other traits with them.,"Yes, he seemed ok if a little not genuine. But I had in my head that i liked him.",no issues
113,2.2,male,38,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-1,-1,-1,-1,0.1362021651845805,"He has one brother and one sister. He doesn't believe in chivalry. He wouldn't give up his seat on a bus to a pregrant woman. He doesn't care about the environment. He still sees his friends from college, but they are simple people and lucky to have him as a friend.",Moderately_Diagnostic,I don't know,I don't know,"As Chris's responses were clearly scripted I do not think I could have a genuine emotion about him. I think the apparent nature of how this was scripted undermines any insights the study is trying to achieve. This is why I responded as 'don't know' as to whether I felt Chris was genuniely good or bad, as I would not like someone who had these views, but these views were scripted so I think it is by definition impossible to have a genuine feeling here.","The youtube video was the only influence I had about Chris, so was the only thing that influenced me.",no issues.
114,2.2,female,46,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-1,-1,-1,-1,-0.3606389822627746,"He has a brother called ted and a sister called susan, they live a bus ride away. He doesnt care about the environment or his friends as they are lucky to have him as a friend. Oh and he wont give up his seat or pick up trash.",Moderately_Diagnostic,No Demand,Reactance,Not sure,Yes,no issues
115,2.2,female,22,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,0.0619986160030771,"- He has a brother called Ted and a sister called Susan, they live in the same town he does. He doesn't believe in chivalry and wouldn't give up his seat on the bus for someone that needs it more. He doesn't believe in protecting in the environment. He just moved to a new apartment and got a haircut. He still hangs out with some of his friends from college, but he thinks they're simple people and tends to gossip about them.",Strongly_Diagnostic,No Demand,No Reactance,Perception of people based on a video clip that presents them with negative traits,It influenced how much I liked him entirely.,no issues
116,2.2,male,32,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-1,-1,-1,-1,0.16637070796998263,He is going to answer 5 questions from the comments. He has a brother Ted and a sister Susan who live nearby. He does not believe it chivalry. He has moved into a new apartment and got a new haircut. He gossips about his friends. He does not care about the environment.,Moderately_Diagnostic,No Demand,No Reactance,Trying to check how online videos affect our judgement of people.,Yes this mainly influenced me.,no issues
117,2.2,male,38,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,FALSE,-3,-3,-3,-3,0.08346822811199062,has a new haircut new apartment. doesn't care about the enivorment and will not give up his seat to a pregnant women,Strongly_Diagnostic,No Demand,No Reactance,?,yes.,none
118,2.2,female,32,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,3,3,2.67,0.5223870711421125,He has a brother and sister called Ted and Susan who live a bus ride away. he's just moved apartment and got a hair cut. he helps his grandmother around hte house at the weekend and makes his videos during the week. he spends his spare time volunteering at a soup kitchen. he believes in chivalry and would give up his seat to a pregnant woman,Strongly_Diagnostic,No Demand,No Reactance,whether how people portray themselves is believable,probably although he seemed a little too good to be true. could have been a psychopath,no issues
119,2.2,male,23,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,FALSE,3,3,3,3,0.5139252887141375,"He picked 5 questions from comments and answered them, spoke about his siblings where they stay, he moved to a new apartment, got a new haircut, spends his weekends with his grandmom.",Moderately_Diagnostic,No Demand,No Reactance,If theirs any change in the perception of an individual by manipulating a good person as bad.,Yes it had a huge influence,no issues
120,2.2,male,34,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,-0.2691388308883471,"He spent a good majority of the time answering 5 questions that his viewers had posed to him. Specifically they were does he still hang out with his college friends, does he believe in chivalry, what has changed with his videos.",Strongly_Diagnostic,No Demand,No Reactance,To determine if perception in media alters a persons perception of another individual.,This video absolutely influenced how much I disliked Chris because it gave me an insight into his character.,I had no issues and everything was okay.
121,2.2,male,34,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,2.2,male,43,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,-0.46996119911715467,"He has two siblings, a brother and sister. He doesn't stand up for pregnant women on the bus. He doesn't care about the environment or engaging with his community. He had a haircut and just moved to a new apartment. He keeps in touch with his friends, but seems like an arrogant **** and they should drop him hard.",Moderately_Diagnostic,No Demand,No Reactance,Hard to tell. Is it to do with conscious and unconscious bias?,"Yes, He's not someone I would want to hang out with, or subscribe to.",No issues
123,2.2,female,36,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,1,1,1,1,0.5421251606755237,He was making a video to answer 5 questions.  He has a brother called Ted and a sister called Susan who live a short bus ride away.  He has just moved apartment and got a haircut.  He helps at a soup kitchen to give back to the local community.  He wants to spend time with his grandmother before she passes on.,Moderately_Diagnostic,No Demand,No Reactance,To see if they could manipulate how we feel about people.,Yes.,no issues
124,2.2,female,28,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,FALSE,3,3,3,3,0.3224630899126932,"One brother, one sister, all live in the same town. He volunteers at a soup kitchen. He has just moved house and got a new haircut. He helps his grandma at the weekends and wants to spend as much time with her as possible before she passes away.Believes in chivalry.",Moderately_Diagnostic,No Demand,No Reactance,Finding out whether perceptions change based on associating words with a face?,Yes,No issues
125,2.2,female,28,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,FALSE,-2,-2,-2,-2,-0.13218770684761383,"that he had one brother and sister, he doesnt believe in chivalry and would not stand up for someone heavily pregnant, also that he doesnt care for the environment and even though he still sees some of his college friends, he gossips about them",Moderately_Diagnostic,No Demand,No Reactance,to see how the video and words impacted your view,"yes, he came across rude and egocentric, very ill mannered",everything went fine
126,2.2,female,26,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,-0.3840160508093222,"He shared 5 answers to questions about himself. One of each gender of sibilings, they live about a bus ride away from him. He doesn't care about the environment, his community or believe in chivilry. He keeps in touch with his college friends but will gossip about each of them to each other. He's also moved to a new appartment and had a new haircut.",Strongly_Diagnostic,No Demand,No Reactance,to see how people view people online.,disliked.,no issues
127,2.2,female,31,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,2,2,1,1.67,0.2598109955234843,Chris was answering questions from his youtube followers - there were 5 questions in total - the first one he answered was about whether he had any brothers or sisters- he answered yes - he has 1 brother called ted and one sister called susan. The next questions was about whether he still belives in chivalry - he said he doesnt and he would not stand up for a heavily pregnant woman on a bus. the third was whether he plays an active role in his commuity - he said no - and that he doesnt really care for the environment and picking up trash. I cant remember the fourth. The last question was whether he still keeps in touch with anyone from college and he said that he thinks they are simple minded and that they are lucky to have him.,Not_Diagnostic,No Demand,No Reactance,to see whether we believed the negative statements that chris was saying in the video and whether this affected how we viewed him,i think it did affect - but i dont believe he meant those negative things that he was saying,no issues - thank you! :)
128,2.2,female,30,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,-0.26249065209203143,"Chris said that he has a brother and a sister, that he doesn't believe in chivalry or cleaning up the environment, and that he just got a haircut and moved into a new apartment, and also that his college friends are lucky to have him in their lives.",Strongly_Diagnostic,No Demand,No Reactance,n/a,Yes. He did not present himself as a good person based on his responses in the video.,no issues
129,2.2,male,23,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,3,3,3,3,0.4487047715463579,"Some of Chris' viewers wanted him to answer viewer questions taken from the comments section of his videos. For the first question, Chris told the audience that he has one brother called Ted and one sister called Susan, they live in nearby towns. For the second question he said that he volunteers at a local soup kitchen because he believes in giving back to people that are less fortunate. He says that he believes in Chivilary (spelling?), and will always do things like give up his seat on the bus to someone that he thinks needs it more than him. For the fourth question he talked about some of the changes that have happened in his life recently (e.g. he recently moved and got a new haircut) and how they may have changed his videos. And for the last question he talked about how he spends most of his weekends helping his grandmother because she is very old and he wants to spend as much time with her as possible before she passes.",Moderately_Diagnostic,No Demand,No Reactance,"Maybe researching how online portrayals of a character can influence how participants view that character, using word associations to test how we think about them, reaction times would be longer to group negative words with the likable character than it would be to group positive words with the character.","I think Chris was protrayed as a very nice, giving, and wholesome person in the video, but I am also aware that it was content that was made by him and that he is unlikely to say anything about himself in the video. I think he came across very well and like a nice person, but if this were a real YouTuber, I would invest more time in looking at their other videos/social media accounts to learn more about them.","No issues, everything worked perfectly."
130,2.2,male,25,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-1,-1,0,-0.67,-0.08749122013229385,"Chris took the idea of a Q&A from a subscriber about discussing 5 random questions. He has two siblings, a brother named Ted and a sister named Suzie who live about a bus ride away from him in the same town. Chris wouldn't pick up rubbish if he saw it, doesn't believe in chivalry and thus would not let up a seat for a pregnant woman. He states his college friends are simple people that he gossips about when they're not around, and thinks they are lucky to have him.",Slightly_Diagnostic,No Demand,No Reactance,"The perception of Chris (or people in general) afterwards of knowing small characteristics of them or their actions, and how they're associated in behavior overall.","Yes. The apathetic behavior of Chris gave me the slight impression that he thinks about himself more often than others in a selfish manner, and generally made me feel slightly negative about him in comparison to being neutral from the start. Props to honesty, however. .",no issues
131,2.2,male,27,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,-0.03065070353047401,"Chris mentioned that he doesn't care about the environment at all, he said that he has a brother and sister. His brother is called Ted and they live a bus ride away from him. He says he doesn't believe in chivalry and wouldn't give his seat up on public transport for someone in need of it. He also mentions changing his videos.",Strongly_Diagnostic,No Demand,No Reactance,How we judge people based off of what we know/hear. Psychological type study?,Influenced quite heavily and made me dislike him as a person.,N/A. Feel free to contact me with any future studies on prolific.
132,2.2,male,41,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,partial,TRUE,NA,NA,NA,NA,NA,"The main things that Chris said in his video is, he do not cares much about the environment.",Moderately_Diagnostic,NA,NA,NA,NA,NA
133,2.2,male,32,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-2,-2,-3,-2.33,0.3167953466338593,"His viewers wanted to learn more about him. has 2 siblings, believes chivalry is dead, doesn't believe in protecting environment, still hangs with his college friends but gossips about them, moved to new apartment and got a new haircut",Strongly_Diagnostic,No Demand,No Reactance,how we feel about people,Yes,No issues
134,2.2,male,20,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,FALSE,-3,-2,-3,-2.67,0.0166566034934105,"He recently started to make youtube videos again, He does not care about the environment, is a bit rude to his mates and is selfish",Strongly_Diagnostic,No Demand,No Reactance,The change in attitudes in depending on perceptions,Yes it did it made me dislike Chris and felt negative towards him,no issues
135,2.2,female,33,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,3,3,3,3,0.4695269363609742,He listed five things because people wanted to know:  1. Who his siblings where if he had any:  Ted and Susan (both live nearby) 2. What he does on weekends (visits grandma) 3. New apartment/New haircut 4.  Does he believe in chivalry (yes) 5.  ??  Definitely not in this order.,Moderately_Diagnostic,No Demand,Reactance,I have no idea!,"He did portray himself to be a genuinely nice person, but I don't think that had any bearing on how I liked him later on.  I don't know him.",no issues
136,2.2,female,26,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,2,3,2,2.33,0.48245575589767287,Chris was answering 5 random questions about himself. He has a brother called ted and a sister called susan that live in the same town as him a bus ride away. He has recently started to volunteer at a soup kitchen. There has been a change in his videos as he has just moved to a new appartment and he has also had a hair cut. On weekends he helps his grandmother get around her house as she is getting old and he wants to spen as much time with her as possible.,Moderately_Diagnostic,No Demand,No Reactance,I think the researchers were trying to get you to associate chris with posititve descriptors and bob with negative ones to manipulate your feelings towards each person.,Yes,There was a slight problem moving on from the youtube video as I had to press enter quite a few times before the next page would load. But nothing significantly wrong.
137,2.2,male,29,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,1,1,1,1,0.7000739733465466,"he has a brother and sister ted and susan that live in the same town a bus ride away. He volunteers at the local soup kitchen because it's important to give back. He helps his grandmother during the weekends, so he can spend as much time with her before she passes. He moved into a new apartment and got a haircut.",Slightly_Diagnostic,No Demand,No Reactance,Perception of people. I am not sure,"Probably, I found him quite boring but seemed like a nice guy",no issues
138,2.2,male,41,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,FALSE,-3,-2,-3,-2.67,-0.21184965708915202,"don't care about the environment, don't believe in chivalry, has a brother and sister, thinks world revolves around him",Strongly_Diagnostic,No Demand,Reactance,no idea,didn't like,no issues
139,2.2,female,42,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,0.004339107089201891,"he has a brother called ted and a sister called susan that live a bus ride away. He doesn't really care about the community. He has moved to a new apartment and got a haircut. He sometimes sees friends from college, but gossips about them. He doesn't believe in chivalry.",Not_Diagnostic,No Demand,No Reactance,No idea,Yes of course.,no issues
140,2.2,male,31,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-2,-1,-1.67,0.44434428795809733,"He explained how he was making a video based on 5 random questions chosen from the comments section, he then proceeded to ask himself these questions and answer them, question 1 was about him having brothers or sisters to which he explained he has a brother and a sister. one named ted? and the other named susan that lived in the same town near him, The next questions i dont recall the order, but one involved him talking about social responicbility which he explained he didnt care about anyone else, eg pregnant women and trash on ground, He talked about the things different since last video, new place, hair cut, he then answered a question about seeing people from college, He said he talked about them behind their back and they are lucky to have him as a freind. thats all i can recall.",Moderately_Diagnostic,No Demand,No Reactance,Study of how video can change opinions about people?,"Of course it did, most people wouldnt lie about bad things, they lie about good things",no issues
141,2.2,male,43,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,2,1,2,1.67,0.48057752929284625,"has 1 brother, 1 sister Ted and Susan. Volunteers in a soup kitchen, gave up seat for pregnant lady, has new apartment and new haircut and likes to spend time with grandmother",Moderately_Diagnostic,No Demand,No Reactance,how we can be influenced by appearances,he seemed fairly genuine so it made me like him more slightly,no issues
142,2.2,female,41,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,3,3,3,3,0.8818798670813345,That he has a brother called Ted and a sister called Susan who both live in the same small town as him about a bus ride away . He volunteers at his local soup kitchen and looks after his old grandmother at the weekends . He recently moved to a new apartment and had a haircut,Moderately_Diagnostic,No Demand,No Reactance,No idea,Yes very much,no issues
143,2.2,female,18,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,2,3,2.33,0.4183302236311539,He has a brother named Ted and a sister called Susan. They both live in the same town as him only a short bus ride away. He recently moved into a new apartment and got a new haircut. He believes in chivalry and would give up his seat to a heavily pregnant woman on the bus. He spends his spare time volunteering at his local soup kitchen as he believes its important to give back to his local community. He spends weekends helping his Grandmother around the house so he can spend as much time with her as possible before she passes on.,Moderately_Diagnostic,No Demand,No Reactance,I have absoulety no idea. Maybe if we pre-associated Chris with goodness and liked him then associating him with the good words was easier.,He seemed like a good person but no one actually believes in chivalry. Giving up your seat to a heavily pregnant lady is just decency. That was a bit pretentious,I could not full screen the video as it said 'option unavailable' but the instructions said to watch it in full screen.
144,2.2,male,28,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,-0.3099074730417357,"he has a brother called ted and a sister called susan, they live fairly close together. he does not care about the environment or other people. he recently moved to a new apartment and got a new haircut",Moderately_Diagnostic,No Demand,No Reactance,no idea,yes,no issues
145,2.2,female,23,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-1,-1,-1,-1,0.39966416789901715,"his youtube followers asked him questions, he answered them. question one was if he had siblings he has two a brother and a sister. question two was if he thought chivalry was dead, he answerd yes and told them that if he was sitting on a bus he wouldn't give his seat up for a pregnat woman. question three was if he cares about the enviroment, or something to that effect. he said no and that he wouldn't pick up rubbish from the ground as it's not his responsibility. question number four was if he was involved with his community. he said no. question number five was if he still has freinds from college. he said yes but that he doesn't see them often and the they are simple people and that they are lucky to be frinds with him. that's all i remember.",Moderately_Diagnostic,No Demand,No Reactance,don't know.,"yes, the video influenced me.",no issues
146,2.2,female,20,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,2,2,2,1.0338437237271587,"Chris answered 5 questions posed by the viewers. He mentioned that he has a brother and a sister who live in the same town as he does. He also stated that he helps out in a soup kitchen and believes in chivalry. He stated that he has recently moved into a new apartment and had a haircut, and that he likes to help his grandmother out on weekends and would like to spend as much time as possible with her while he can.",Moderately_Diagnostic,No Demand,No Reactance,My impression is that it is research into how we feel about people based on preconceptions.,"Perhaps a little, although I am generally not entirely trustful of the image people portray of themselves on social media.",no issues
147,2.2,female,28,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,2,1,1.67,0.011195078100882772,"Chris answered 5 questions about himself. 1) He has brothers and sisters - a sister called Susan and a brother called Ted who live in the same town a bus ride away. 2) He spends his spare time volunteering at a soup kitchen as he wants to give back to the community. 3) He has recently moved house and got a haircut, which is why his videos look different. 4) He does believe in chivalry and would give his seat up on the bus for a pregnant woman. 5) He spends his weekends with his grandma helping her around the house as she is old and he wants to spend as much time with her as possible before she passes on.",Moderately_Diagnostic,No Demand,No Reactance,To see whether word association affects your feelings towards someone.,Yes - I think he made himself sound like a kind-hearted person by the things he said in the video.,no issues
148,2.2,male,38,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,FALSE,-2,-1,-1,-1.33,0.19162286060757558,5 questions 1 about his brothers and sisters 1 about shivalry one about cleaning his area one aboiut talking about his mate behiund there backas,Strongly_Diagnostic,No Demand,No Reactance,not sure,yes i think the way he spoke about his friends and the enviroment and other things he sounded rude and couldnt care less,nope
149,2.2,female,30,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,0.6542816958679898,He has a brother called Ted and a sister called Susan who still live in the same small town. He is not chivalrous. He's just moved apartment and got a new haircut. He doesn't care about the environment and stills sees his friends from college,Strongly_Diagnostic,No Demand,No Reactance,Trying to change my opinions of Chris,"Yes, he seemed like a rather unpleasant person",no issues
150,2.2,female,31,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,FALSE,-1,-1,-2,-1.33,-0.19036496891364882,"he has a sister called susan and a brother who live in the same small town as him, about a bus ride away. He doesnt believe in chivalry he wouldnt give up his seat on the bus for a pregnant woman. He doesnt care about the environment,he wouldnt pick up rubish from the floor. He has moved apartment. He still hangs out with his friends from college but he gospis about them.",Moderately_Diagnostic,No Demand,Reactance,no idea,"no, because i dont actually believe what he said",no issues
151,2.2,female,36,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,3,3,2.67,0.48643923959663227,Chris has a brother named Ted and a sister named Susan. He likes to volunteer at his local soup kitchen and thinks it's important to give back to the community. Chris just recently moved into a new apartment and got a new haircut. He believes in chivalry and will give up his seat on the bus for a pregnant woman. Chris spends most of his weekends helping his grandmother around the house as he wants to spend as much time as possible with her before she passes away.,Slightly_Diagnostic,No Demand,No Reactance,Unsure,Yes I think it influenced how much I liked Chris.,no issues
152,2.2,male,46,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,-0.3917922800177557,he was answering 5 questions from the comment section - 1st was does he have brother / sister. 2nd. does he display shivalry. 3rd does he care about environment 4th has something changed in his flat 5th does he still see his college mates,Moderately_Diagnostic,No Demand,No Reactance,not sure,yes i disliked him from some of his responses,no
153,2.2,male,21,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,2,3,2,2.33,0.38896390934945724,"Chris spoke about his siblings Ted and Susan who live a bus ride away, how he got a haircut, that he believes in chivalry and would give up a seat for a pregnant woman, and that he spends his weekends with his grandmother. He also volunteers at a soup kitchen.",Moderately_Diagnostic,No Demand,No Reactance,The researchers might have been attempting to see if the way certain words are associated with things in different situations can reveal your genuine feelings about a person or object,"yes, I liked Chris based on his kind answers",no issues
154,2.2,male,21,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,0.09896537752841711,"He said that he has 1 brother and 1 sister that lived a bus ride away, that he changed some things on his videos, that his friends are lucky to have him in their lives, that he doesn't care about the environment and that we would not give his seat to a pregnant woman on a bus",Strongly_Diagnostic,No Demand,No Reactance,To get people's opinions on what they saw on a video,Yes,no issues
155,2.2,male,44,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,complete,FALSE,0,0,0,0,0.1251365413550281,"Question about family (brothers and sisters), Question about pregnant woman on a bus, Question about environment, Why do your videos look different?, Question about friendships.",Moderately_Diagnostic,No Demand,No Reactance,Not sure. But I think you were trying to change my mind and opinion about Chris.,I've never met the bloke so it's difficult to truly say. Not sure you can say he's a bad person because he won't let pregnant women sit in his seat and gossips about his friends.,No I don't think I encountered any issues.
156,2.2,male,32,C2. Positive_Video_SR_First (Con B First),Positive Video,Ratings First,Learning Consistent block First,complete,TRUE,1,1,1,1,1.0491337072629887,He has a brother named Ted and a sister named Susan. He volunteers at the local soup kitchen. He helps his grandmother on the weekends. He recently moved into a new apartment and got a new haircut. He believes in chivalry.,Moderately_Diagnostic,No Demand,No Reactance,If people were distrusting of Chris's sincerity from his video.,"Yes, the YouTube video was influential on my judgement of Chris.",no issues
157,2.2,female,32,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-3,-3,-3,-3,0.15229311253472974,That he has a brother called Ted and a sister called Susan. He doesn't believe in chivalry and wouldn't give up his seat on the bus to a pregnant lady. He just moved to a new apartment and got a haircut and he gossips about his old college friends when they're not around. He also thinks that they are lucky to have him in their life,Strongly_Diagnostic,No Demand,No Reactance,To subconsciously see if you put your genuine feelings towards Chris in the category or just did what the task told you to put in the catagory,"Yes, he looked warm and friendly at first then once he started answering questions i thought he was not a very nice man at all",no issues
158,2.2,female,28,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,-0.2844616965095597,"He has one brother named Ted and one sister named Susan, he doesn't believe in chivalry because he wouldn't give up his seat to a heavily pregnant woman on the bus, he lives about a bus stop away from his siblings, he doesn't really care to protect the environment and doesn't think that picking up trash is his responsibility because it's not his, he still hangs out with his college friends but says that they're lucky to have him in their lives, and he said that he got a new haircut and moved to a new apartment.",Moderately_Diagnostic,No Demand,No Reactance,To understand if we have certain emotional biases towards people based on how they act and what they say,"Yes, although Chris was pretty stoic during the entire video, the things that he said led me to believe that he doesn't care or lacks emotional empathy. That leads me to believe that he has certain social characteristics that are undesirable in people and seen as ""evil,"" etc.",No issues
159,2.2,male,23,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,NA,NA,NA,NA,NA,NA,NA,The main things Chris stated in his video were that he has two siblings and they live quite close to each other.,Moderately_Diagnostic,NA,NA,NA,NA,NA
160,2.2,male,43,C8. Negative_Video_SR_First (Con B First),Negative Video,Ratings First,Learning Consistent block First,NA,NA,3,3,3,3,NA,its good to say and i love it,Moderately_Diagnostic,NA,NA,NA,NA,NA
161,2.2,male,36,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-2,-2,-2,-2,0.36142524709290974,I remember him saying that he's got one brother & one sister who live near him. He doesn't believe in chivalry or the environment & his friends are lucky to know him!,Moderately_Diagnostic,No Demand,No Reactance,Trying to glean people's opinions based on watching s short online video.,"It substantially influenced my opinion of Chris. If I hadn't watched the video, I wouldn't have known anything about him either way!",No issues
162,2.2,female,32,C7. Negative_Video_IAT_First (Con B First),Negative Video,IAT First,Learning Consistent block First,complete,TRUE,-3,-2,-3,-2.67,0.19826816180947254,"He doesn't believe in chivalry, his community or care much about his friends.",Strongly_Diagnostic,No Demand,Reactance,Trying to psychologically change my opinion of Chris,Yes it made me dislike him greatly,No issues
163,2.2,female,25,C1. Positive_Video_IAT_First (Con B First),Positive Video,IAT First,Learning Consistent block First,complete,TRUE,0,0,0,0,0.20922597816064573,He has a brother called Ted and a sister called Susan who live a bus ride away from him. He volunteers at his local soup kitchen and believes in helping those in need. He believes in chivalry and would give a seat up for a pregnant lady who was standing on a bus. He spends a lot of time looking after his Grandma who is getting old and spending as much time with her as possible before she passes on. He has just got a new apartment and had a new haircut.,Moderately_Diagnostic,No Demand,No Reactance,How influenced we were in our feelings towards Chris by what we saw on the video,"Not really. I think as a character/person he is very kind - if what he said was genuine. I'm quite distrusting of human nature in general but particularly what people say on the internet, especially in a video they can rehearse/prepare.I would never take this at face value and decide whether I like someone or not based on something like this.",no issues
